"","LICENSE_NBR","STATUS","CREATE_DATE","EXPIRATION_DATE","INDUSTRY","BUSINESS_NAME","address","BORO","Year","Year2"
"11","1393611-DCA","Inactive",2011-05-25,2012-12-31,"Cigarette Retail Dealer","METH LANKA GROCERY CORP","119 VICTORY BLVD STATEN ISLAND NY 10301","STATEN ISLAND",2011,2012
"12","1394210-DCA","Inactive",2011-06-01,2012-12-31,"Cigarette Retail Dealer","DH EXPRESS DELI GROCERY INC.","28 HANCOCK ST STATEN ISLAND NY 10305","STATEN ISLAND",2011,2012
"13","1397314-DCA","Inactive",2011-06-23,2012-12-31,"Cigarette Retail Dealer","SUBRAMANIAM, PAKEERATHAN","607 FOREST AVE STATEN ISLAND NY 10310","STATEN ISLAND",2011,2012
"14","1398782-DCA","Inactive",2011-07-01,2012-12-31,"Cigarette Retail Dealer","S&O 1 CORP.","1938 CLOVE RD STATEN ISLAND NY 10304","STATEN ISLAND",2011,2012
"15","1399922-DCA","Inactive",2011-07-14,2012-12-31,"Cigarette Retail Dealer","KUMANAN NEWS STAND INC","4045 AMBOY RD STATEN ISLAND NY 10308","STATEN ISLAND",2011,2012
"16","1403864-DCA","Inactive",2011-08-16,2012-12-31,"Cigarette Retail Dealer","HAMILTON TOBACCO INC.","1250 HYLAN BLVD STATEN ISLAND NY 10305","STATEN ISLAND",2011,2012
"17","1405448-DCA","Inactive",2011-08-26,2012-12-31,"Cigarette Retail Dealer","STRIKKLY 99> AND MORE INC.","1009 CASTLETON AVE STATEN ISLAND NY 10310","STATEN ISLAND",2011,2012
"18","1407760-DCA","Inactive",2011-09-16,2012-12-31,"Cigarette Retail Dealer","S & N NEWS CORPORATION","134 LINCOLN AVE STATEN ISLAND NY 10306","STATEN ISLAND",2011,2012
"19","1409898-DCA","Inactive",2011-10-03,2012-12-31,"Cigarette Retail Dealer","VAIDEHEE CORP.","400 VICTORY BLVD STATEN ISLAND NY 10301","STATEN ISLAND",2011,2012
"20","1411076-DCA","Inactive",2011-10-14,2012-12-31,"Cigarette Retail Dealer","NOOR CONVENIENCE CORP.","37 FATHER CAPODANNO BLVD STATEN ISLAND NY 10305","STATEN ISLAND",2011,2012
"21","1411800-DCA","Inactive",2011-10-27,2012-12-31,"Cigarette Retail Dealer","NEW GORDON DELI INC.","202 GORDON ST STATEN ISLAND NY 10304","STATEN ISLAND",2011,2012
"22","1413088-DCA","Inactive",2011-11-14,2012-12-31,"Cigarette Retail Dealer","OMAR DELI & GRILL, INC.","171 SOUTH AVE STATEN ISLAND NY 10303","STATEN ISLAND",2011,2012
"23","1410284-DCA","Inactive",2011-11-15,2012-12-31,"Cigarette Retail Dealer","TOBACCO ON THE TERRACE INC.","2129 RICHMOND TER STATEN ISLAND NY 10302","STATEN ISLAND",2011,2012
"24","1413544-DCA","Inactive",2011-11-18,2012-12-31,"Cigarette Retail Dealer","VICTORY SMOKE SHOP INC.","1765 VICTORY BLVD STATEN ISLAND NY 10314","STATEN ISLAND",2011,2012
"25","1414414-DCA","Inactive",2011-11-25,2012-12-31,"Cigarette Retail Dealer","AMEER & NOOR DISCOUNT DELI INC.","74 OSGOOD AVE STATEN ISLAND NY 10304","STATEN ISLAND",2011,2012
"26","1415784-DCA","Inactive",2011-12-16,2012-12-31,"Cigarette Retail Dealer","7 DAYS & NIGHTS GROCERY INCORPORATED","466 BAY ST STATEN ISLAND NY 10304","STATEN ISLAND",2011,2012
"27","1044267-DCA","Inactive",2011-03-03,2014-12-31,"Cigarette Retail Dealer","JAMES R VURCKIO, INC.","1781 ARTHUR KILL RD STATEN ISLAND NY 10312","STATEN ISLAND",2011,2014
"28","1385734-DCA","Inactive",2011-03-25,2014-12-31,"Cigarette Retail Dealer","MONTY'S DELI INC.","19 FORT PL STATEN ISLAND NY 10301","STATEN ISLAND",2011,2014
"29","1387582-DCA","Inactive",2011-04-12,2014-12-31,"Cigarette Retail Dealer","HARBOR DELI & GRILL INC.","3007 RICHMOND TER STATEN ISLAND NY 10303","STATEN ISLAND",2011,2014
"30","1388266-DCA","Inactive",2011-04-18,2014-12-31,"Cigarette Retail Dealer","3016 EXPRESS DELI CORP.","3016 RICHMOND TER STATEN ISLAND NY 10303","STATEN ISLAND",2011,2014
"31","1395764-DCA","Inactive",2011-06-09,2014-12-31,"Cigarette Retail Dealer","NOOR 99C CONVENIENCE CORP.","1755 RICHMOND RD STATEN ISLAND NY 10306","STATEN ISLAND",2011,2014
"32","1403732-DCA","Inactive",2011-08-15,2014-12-31,"Cigarette Retail Dealer","VICTORY BLVD QUICK STOP, INC.","149 VICTORY BLVD STATEN ISLAND NY 10301","STATEN ISLAND",2011,2014
"33","1405646-DCA","Inactive",2011-08-26,2014-12-31,"Cigarette Retail Dealer","ISLAND CONVENIENCE STORE INC.","2031 FOREST AVE STATEN ISLAND NY 10303","STATEN ISLAND",2011,2014
"34","1411302-DCA","Inactive",2011-10-18,2014-12-31,"Cigarette Retail Dealer","UNITED LANKA LTD.","90 BAY ST STATEN ISLAND NY 10301","STATEN ISLAND",2011,2014
"35","1412352-DCA","Inactive",2011-10-28,2014-12-31,"Cigarette Retail Dealer","24 HOUR CONVENIENCE STORE INCORPORATED","3285 RICHMOND AVE STATEN ISLAND NY 10312","STATEN ISLAND",2011,2014
"36","1413674-DCA","Inactive",2011-11-15,2014-12-31,"Cigarette Retail Dealer","HAPPY DAZE SMOKE SHOP, LLC","3911 AMBOY RD STATEN ISLAND NY 10308","STATEN ISLAND",2011,2014
"37","1414660-DCA","Inactive",2011-11-29,2014-12-31,"Cigarette Retail Dealer","NEW SUPER EMPORIUM, INC.","760 PORT RICHMOND AVE STATEN ISLAND NY 10302","STATEN ISLAND",2011,2014
"38","1263223-DCA","Inactive",2011-10-21,2015-12-31,"Cigarette Retail Dealer","V T G , INC.","102 WESTERVELT AVE STATEN ISLAND NY 10301","STATEN ISLAND",2011,2015
"39","1385246-DCA","Inactive",2011-03-18,2016-12-31,"Cigarette Retail Dealer","DIAMOND DELI GROCERY CORP.","171 BROAD ST STATEN ISLAND NY 10304","STATEN ISLAND",2011,2016
"40","1391186-DCA","Inactive",2011-05-11,2016-12-31,"Cigarette Retail Dealer","RUBEN CORNER CONVENIENCE CORP.","2220 FOREST AVE STATEN ISLAND NY 10303","STATEN ISLAND",2011,2016
"41","1395326-DCA","Inactive",2011-06-08,2016-12-31,"Cigarette Retail Dealer","MECCA HALAL SUPERMARKET, INC.","2111 FOREST AVE STATEN ISLAND NY 10303","STATEN ISLAND",2011,2016
"42","1395270-DCA","Inactive",2011-06-08,2016-12-31,"Cigarette Retail Dealer","SMOKING SHOP ON ISLAND INC.","278B NEW DORP LN STATEN ISLAND NY 10306","STATEN ISLAND",2011,2016
"43","1395496-DCA","Inactive",2011-06-08,2016-12-31,"Cigarette Retail Dealer","ESPINAL, JOSE M","402 JERSEY ST STATEN ISLAND NY 10301","STATEN ISLAND",2011,2016
"44","1404884-DCA","Inactive",2011-08-22,2016-12-31,"Cigarette Retail Dealer","JERSEY ROCK OF STATEN ISLAND LLC","15 PAGE AVE STATEN ISLAND NY 10309","STATEN ISLAND",2011,2016
"45","1405442-DCA","Inactive",2011-08-23,2016-12-31,"Cigarette Retail Dealer","CAMPOS BAGELS & DELI INC","3962 RICHMOND AVE STATEN ISLAND NY 10312","STATEN ISLAND",2011,2016
"46","1129784-DCA","Inactive",2011-10-05,2016-12-31,"Cigarette Retail Dealer","49 APPLE GROCERY INC.","49 VICTORY BLVD STATEN ISLAND NY 10301","STATEN ISLAND",2011,2016
"47","1414456-DCA","Inactive",2011-11-25,2016-12-31,"Cigarette Retail Dealer","LUCKY FIVE STARS, INC.","585 MIDLAND AVE STATEN ISLAND NY 10306","STATEN ISLAND",2011,2016
"48","1380176-DCA","Active",2011-01-06,2018-12-31,"Cigarette Retail Dealer","4 WAY DELI CORP.","199 PORT RICHMOND AVE STATEN ISLAND NY 10302","STATEN ISLAND",2011,2018
"49","1381374-DCA","Active",2011-01-24,2018-12-31,"Cigarette Retail Dealer","SLATER CONVENIENCE INC.","1870 HYLAN BLVD STATEN ISLAND NY 10305","STATEN ISLAND",2011,2018
"50","1381666-DCA","Active",2011-02-01,2018-12-31,"Cigarette Retail Dealer","A & S TWINS INC.","262 NORWAY AVE STATEN ISLAND NY 10305","STATEN ISLAND",2011,2018
"51","1382642-DCA","Active",2011-02-14,2018-12-31,"Cigarette Retail Dealer","LENA BAGELS, INC.","3854 RICHMOND AVE STATEN ISLAND NY 10312","STATEN ISLAND",2011,2018
"52","1299840-DCA","Active",2011-03-04,2018-12-31,"Cigarette Retail Dealer","A.B.M. SUPERETTE, INC.","101 GUYON AVE STATEN ISLAND NY 10306","STATEN ISLAND",2011,2018
"53","1386246-DCA","Active",2011-03-30,2018-12-31,"Cigarette Retail Dealer","ALROBAEY, JAMAL ALI MOHAMMED","680 BAY ST STATEN ISLAND NY 10304","STATEN ISLAND",2011,2018
"54","1386608-DCA","Active",2011-04-05,2018-12-31,"Cigarette Retail Dealer","BOLLA OPERATING CORP.","868 ARTHUR KILL RD STATEN ISLAND NY 10312","STATEN ISLAND",2011,2018
"55","1387738-DCA","Active",2011-04-12,2018-12-31,"Cigarette Retail Dealer","NEW DORP CONVENIENCE INC.","185 ROMA AVE STATEN ISLAND NY 10306","STATEN ISLAND",2011,2018
"56","1383722-DCA","Active",2011-04-14,2018-12-31,"Cigarette Retail Dealer","ARMSTRONG GROCERY, INC.","4295 AMBOY RD STATEN ISLAND NY 10312","STATEN ISLAND",2011,2018
"57","1333260-DCA","Active",2011-04-19,2018-12-31,"Cigarette Retail Dealer","ELM PARK DELI AND GROCERY INC","127 MORNINGSTAR RD STATEN ISLAND NY 10303","STATEN ISLAND",2011,2018
"58","1388642-DCA","Active",2011-04-21,2018-12-31,"Cigarette Retail Dealer","CONVENIENCE DISCOUNT INC.","327 VICTORY BLVD STATEN ISLAND NY 10301","STATEN ISLAND",2011,2018
"59","1390004-DCA","Active",2011-05-03,2018-12-31,"Cigarette Retail Dealer","JERSEY ST. FOOD CORP.","376 JERSEY ST STATEN ISLAND NY 10301","STATEN ISLAND",2011,2018
"60","1391480-DCA","Active",2011-05-11,2018-12-31,"Cigarette Retail Dealer","GET & GO HOT BAGELS CORP.","1060 RICHMOND RD STATEN ISLAND NY 10304","STATEN ISLAND",2011,2018
"61","1391678-DCA","Active",2011-05-12,2018-12-31,"Cigarette Retail Dealer","YOUR CHOICE DELI, INC.","175 GARRETSON AVE STATEN ISLAND NY 10305","STATEN ISLAND",2011,2018
"62","1392378-DCA","Active",2011-05-18,2018-12-31,"Cigarette Retail Dealer","EXPRESS DELI & FOOD I CORP.","453 CLOVE RD STATEN ISLAND NY 10310","STATEN ISLAND",2011,2018
"63","1392420-DCA","Active",2011-05-18,2018-12-31,"Cigarette Retail Dealer","HYLAN 7-11 FOOD MART, INC","1320 RICHMOND TER STATEN ISLAND NY 10310","STATEN ISLAND",2011,2018
"64","1393506-DCA","Active",2011-05-24,2018-12-31,"Cigarette Retail Dealer","ABOUNAJI DELI & GROCERY, INC.","87 VICTORY BLVD STATEN ISLAND NY 10301","STATEN ISLAND",2011,2018
"65","1405466-DCA","Active",2011-08-23,2018-12-31,"Cigarette Retail Dealer","SHREE YAMUNAJI CORP.","7299 AMBOY RD STATEN ISLAND NY 10307","STATEN ISLAND",2011,2018
"66","1397678-DCA","Active",2011-09-02,2018-12-31,"Cigarette Retail Dealer","CITI BAGEL & DELI, INC.","6372 AMBOY RD STATEN ISLAND NY 10309","STATEN ISLAND",2011,2018
"67","1407254-DCA","Active",2011-09-09,2018-12-31,"Cigarette Retail Dealer","NITECAP ENTERTAINMENT CORP.","690 GULF AVE STATEN ISLAND NY 10314","STATEN ISLAND",2011,2018
"68","1407886-DCA","Active",2011-09-16,2018-12-31,"Cigarette Retail Dealer","ROYAL R DELI CORP.","42 REID AVE STATEN ISLAND NY 10305","STATEN ISLAND",2011,2018
"69","1410352-DCA","Active",2011-10-12,2018-12-31,"Cigarette Retail Dealer","KING DELI OF THE ISLAND CORP","99 WATER ST STATEN ISLAND NY 10304","STATEN ISLAND",2011,2018
"70","1411588-DCA","Active",2011-10-20,2018-12-31,"Cigarette Retail Dealer","N & M GROCERY DELI, CORP.","202 SIMONSON AVE STATEN ISLAND NY 10303","STATEN ISLAND",2011,2018
"71","1411732-DCA","Active",2011-10-21,2018-12-31,"Cigarette Retail Dealer","TOLUCA DELI EXPRESS CORP.","1891 CLOVE RD STATEN ISLAND NY 10304","STATEN ISLAND",2011,2018
"72","1413738-DCA","Active",2011-11-15,2018-12-31,"Cigarette Retail Dealer","BOLLA OPERATING CORP.","231 BAY ST STATEN ISLAND NY 10301","STATEN ISLAND",2011,2018
