"","LICENSE_NBR","STATUS","CREATE_DATE","EXPIRATION_DATE","INDUSTRY","BUSINESS_NAME","address","BORO","Year","Year2"
"19","2019093-2-DCA","Inactive",2015-03-05,2016-12-31,"Cigarette Retail Dealer","1735 CARIBBEAN GROCERY CORP","1735 GLEASON AVE BRONX NY 10472","BRONX",2015,2016
"20","2019285-2-DCA","Inactive",2015-03-10,2016-12-31,"Cigarette Retail Dealer","JAFRIN BEGUM","2801 MIDDLETOWN RD BRONX NY 10461","BRONX",2015,2016
"21","2019337-2-DCA","Inactive",2015-03-11,2016-12-31,"Cigarette Retail Dealer","AFNAN DELI CORP","1225 FULTON AVE BRONX NY 10456","BRONX",2015,2016
"22","2019499-2-DCA","Inactive",2015-03-13,2016-12-31,"Cigarette Retail Dealer","S.A.L.E. GROCERY CORP.","1375 PROSPECT AVE BRONX NY 10459","BRONX",2015,2016
"23","2019505-2-DCA","Inactive",2015-03-13,2016-12-31,"Cigarette Retail Dealer","JEROME 2466 DELI CORP.","2466 JEROME AVE BRONX NY 10468","BRONX",2015,2016
"24","2019565-2-DCA","Inactive",2015-03-16,2016-12-31,"Cigarette Retail Dealer","PHILLIPS GOURMENT DELI CORP.","3659 E TREMONT AVE BRONX NY 10465","BRONX",2015,2016
"25","2019543-2-DCA","Inactive",2015-03-16,2016-12-31,"Cigarette Retail Dealer","NENA DELI GROCERY 2 CORP","16 E 183RD ST BRONX NY 10453","BRONX",2015,2016
"26","2019620-2-DCA","Inactive",2015-03-17,2016-12-31,"Cigarette Retail Dealer","S & J GOUMRMET DELI INC","718 E 180TH ST BRONX NY 10457","BRONX",2015,2016
"27","2019721-2-DCA","Inactive",2015-03-19,2016-12-31,"Cigarette Retail Dealer","KINGSBRIDGE CONVENIENCE CORP.","40 W KINGSBRIDGE RD BRONX NY 10468","BRONX",2015,2016
"28","2019876-2-DCA","Inactive",2015-03-23,2016-12-31,"Cigarette Retail Dealer","F & H Gourmet Deli Corp","2001 SOUTHERN BLVD BRONX NY 10460","BRONX",2015,2016
"29","2020057-2-DCA","Active",2015-03-26,2016-12-31,"Cigarette Retail Dealer","FAIR KING GROCERY OPTIMO INC","944 ALDUS ST BRONX NY 10459","BRONX",2015,2016
"30","2020038-2-DCA","Inactive",2015-03-26,2016-12-31,"Cigarette Retail Dealer","HUB DELI AND GROCERY CORP","395 E 149TH ST BRONX NY 10455","BRONX",2015,2016
"31","2020061-2-DCA","Inactive",2015-03-26,2016-12-31,"Cigarette Retail Dealer","ORIGINAL WEBB DELI INC","2701 WEBB AVE BRONX NY 10468","BRONX",2015,2016
"32","2020684-2-DCA","Inactive",2015-04-08,2016-12-31,"Cigarette Retail Dealer","NUGOM DELI & GROCERY CORP.","1053 OGDEN AVE BRONX NY 10452","BRONX",2015,2016
"33","2020754-2-DCA","Inactive",2015-04-09,2016-12-31,"Cigarette Retail Dealer","BISMILLAH DISCOUNT AND VARIETY INC","3869 WHITE PLAINS RD BRONX NY 10467","BRONX",2015,2016
"34","2020921-2-DCA","Inactive",2015-04-13,2016-12-31,"Cigarette Retail Dealer","RUBY MINI MARKET CORP.","1055 UNIVERSITY AVE BRONX NY 10452","BRONX",2015,2016
"35","2021069-2-DCA","Inactive",2015-04-15,2016-12-31,"Cigarette Retail Dealer","511 SOUNDVIEW FOOD CORP","511 SOUNDVIEW AVE BRONX NY 10473","BRONX",2015,2016
"36","2021225-2-DCA","Inactive",2015-04-16,2016-12-31,"Cigarette Retail Dealer","AMINI, ABDERRAHIM","149 E 149TH ST BRONX NY 10451","BRONX",2015,2016
"37","2021354-2-DCA","Inactive",2015-04-20,2016-12-31,"Cigarette Retail Dealer","GOYITO FOOD CORP","3340 FORT INDEPENDENCE ST BRONX NY 10463","BRONX",2015,2016
"38","2021525-2-DCA","Inactive",2015-04-22,2016-12-31,"Cigarette Retail Dealer","E.D.L. FOOD CORP.","100 W 168TH ST BRONX NY 10452","BRONX",2015,2016
"39","2021623-2-DCA","Inactive",2015-04-24,2016-12-31,"Cigarette Retail Dealer","NEW 169 GOURMET DELI CORP","169 E 205TH ST BRONX NY 10458","BRONX",2015,2016
"40","2021884-2-DCA","Inactive",2015-04-29,2016-12-31,"Cigarette Retail Dealer","HABIBI TOO DELI GROCERY CORP","3488 BOSTON RD BRONX NY 10469","BRONX",2015,2016
"41","2022050-2-DCA","Inactive",2015-05-01,2016-12-31,"Cigarette Retail Dealer","EAGLE DELI GROCERY CORP.","218 E 167TH ST BRONX NY 10456","BRONX",2015,2016
"42","2022018-2-DCA","Inactive",2015-05-01,2016-12-31,"Cigarette Retail Dealer","138 DELI & GROCERY CORP.","651 E 138TH ST BRONX NY 10454","BRONX",2015,2016
"43","2022040-2-DCA","Inactive",2015-05-01,2016-12-31,"Cigarette Retail Dealer","WEBSTER AVE GOURMET DELI CORP","375 E 188TH ST BRONX NY 10458","BRONX",2015,2016
"44","2022082-2-DCA","Inactive",2015-05-04,2016-12-31,"Cigarette Retail Dealer","HOT SPOT GOURMET, INC.","37 W 183RD ST BRONX NY 10453","BRONX",2015,2016
"45","2022125-2-DCA","Inactive",2015-05-04,2016-12-31,"Cigarette Retail Dealer","SANDWICH KING 2 LLC","5993 BROADWAY BRONX NY 10471","BRONX",2015,2016
"46","2022225-2-DCA","Inactive",2015-05-05,2016-12-31,"Cigarette Retail Dealer","BRONX CAMPUS DELI GROCERY CORP","88 W 181ST ST BRONX NY 10453","BRONX",2015,2016
"47","2022164-2-DCA","Inactive",2015-05-05,2016-12-31,"Cigarette Retail Dealer","NASSER A.M. MOSA","384 E 193RD ST BRONX NY 10458","BRONX",2015,2016
"48","2022171-2-DCA","Inactive",2015-05-05,2016-12-31,"Cigarette Retail Dealer","234 GINGER SUPERMARKET CORP.","234 E 181ST ST BRONX NY 10457","BRONX",2015,2016
"49","2022283-2-DCA","Inactive",2015-05-06,2016-12-31,"Cigarette Retail Dealer","O AND V DELI GROCERY CORP","1397 FRANKLIN AVE BRONX NY 10456","BRONX",2015,2016
"50","2022303-2-DCA","Inactive",2015-05-06,2016-12-31,"Cigarette Retail Dealer","JC FAMILY DELI CORP","786 E 152ND ST BRONX NY 10455","BRONX",2015,2016
"51","2022265-2-DCA","Inactive",2015-05-06,2016-12-31,"Cigarette Retail Dealer","WESTCHESTER HALAL MEAT AND GROCERY CORP","1798 WESTCHESTER AVE BRONX NY 10457","BRONX",2015,2016
"52","2022717-2-DCA","Inactive",2015-05-13,2016-12-31,"Cigarette Retail Dealer","1285 Gourmet and Deli Corp","1285 SOUTHERN BLVD BRONX NY 10459","BRONX",2015,2016
"53","2022924-2-DCA","Inactive",2015-05-15,2016-12-31,"Cigarette Retail Dealer","Saleh Deli Grocery LLC","526B Willis Ave BRONX NY 10455","BRONX",2015,2016
"54","2022965-2-DCA","Inactive",2015-05-18,2016-12-31,"Cigarette Retail Dealer","BESHRI ABDULLA HEZAM","1055B BOSTON RD BRONX NY 10456","BRONX",2015,2016
"55","2023185-2-DCA","Inactive",2015-05-21,2016-12-31,"Cigarette Retail Dealer","BEST HOOD DELI & SMOKE SHOP CORP","839 TRINITY AVE BRONX NY 10456","BRONX",2015,2016
"56","2023427-2-DCA","Inactive",2015-05-27,2016-12-31,"Cigarette Retail Dealer","S & Y NATURAL DELI INC.","4457 3RD AVE BRONX NY 10457","BRONX",2015,2016
"57","2023414-2-DCA","Inactive",2015-05-27,2016-12-31,"Cigarette Retail Dealer","1023 LONGWOOD DELI CORP","1023 LONGWOOD AVE BRONX NY 10459","BRONX",2015,2016
"58","2023435-2-DCA","Inactive",2015-05-28,2016-12-31,"Cigarette Retail Dealer","BOSTON FAMILY DELI GROCERY CORP","2499 BOSTON RD BRONX NY 10467","BRONX",2015,2016
"59","2023444-2-DCA","Inactive",2015-05-28,2016-12-31,"Cigarette Retail Dealer","SAKMANN GOURMET DELI INC","388 E 169TH ST BRONX NY 10456","BRONX",2015,2016
"60","2023623-2-DCA","Inactive",2015-06-01,2016-12-31,"Cigarette Retail Dealer","CROSS 188TH CONVENIENCE CORP.","210 E 188TH ST BRONX NY 10458","BRONX",2015,2016
"61","2023766-2-DCA","Inactive",2015-06-03,2016-12-31,"Cigarette Retail Dealer","FRIENDS EXPRESS DELI INC","1951 SOUTHERN BLVD BRONX NY 10460","BRONX",2015,2016
"62","2023924-2-DCA","Inactive",2015-06-05,2016-12-31,"Cigarette Retail Dealer","ADAM GROCERY CORP","1192 WALTON AVE BRONX NY 10452","BRONX",2015,2016
"63","2024086-2-DCA","Inactive",2015-06-09,2016-12-31,"Cigarette Retail Dealer","A-RAB SPOT DELI & GROCERY LLC","942 E GUN HILL RD BRONX NY 10469","BRONX",2015,2016
"64","2024066-2-DCA","Inactive",2015-06-09,2016-12-31,"Cigarette Retail Dealer","HA GROCERY AND CANDY CORP","942 E 179TH ST BRONX NY 10460","BRONX",2015,2016
"65","2024140-2-DCA","Inactive",2015-06-10,2016-12-31,"Cigarette Retail Dealer","A.M BEST DELI & GROCERY INC","3631 HOLLAND AVE BRONX NY 10467","BRONX",2015,2016
"66","2024324-2-DCA","Inactive",2015-06-12,2016-12-31,"Cigarette Retail Dealer","BASSFORD DELI AND GROCERY CORP","2280 BASSFORD AVE BRONX NY 10457","BRONX",2015,2016
"67","2024333-2-DCA","Inactive",2015-06-12,2016-12-31,"Cigarette Retail Dealer","JABAR 7 STAR DELI CORP","1216 OLMSTEAD AVE BRONX NY 10462","BRONX",2015,2016
"68","2024504-2-DCA","Inactive",2015-06-17,2016-12-31,"Cigarette Retail Dealer","Emilia Gourmet Corp","1133 MORRIS AVE BRONX NY 10456","BRONX",2015,2016
"69","2024974-2-DCA","Inactive",2015-06-26,2016-12-31,"Cigarette Retail Dealer","500 LOS HERMANOS DELI & GROCERY CORP.","3321 3RD AVE BRONX NY 10456","BRONX",2015,2016
"70","2025168-2-DCA","Inactive",2015-07-01,2016-12-31,"Cigarette Retail Dealer","METOVAL GOUMET DELI CORP","62B METROPOLITAN OVAL BRONX NY 10462","BRONX",2015,2016
"71","2025361-2-DCA","Inactive",2015-07-07,2016-12-31,"Cigarette Retail Dealer","AMELIA DELI GROCERY CORP.","2280 WEBSTER AVE BRONX NY 10457","BRONX",2015,2016
"72","2025444-2-DCA","Inactive",2015-07-08,2016-12-31,"Cigarette Retail Dealer","GMS AUTO STATION INC","2173 GRAND CONCOURSE BRONX NY 10453","BRONX",2015,2016
"73","2025445-2-DCA","Inactive",2015-07-08,2016-12-31,"Cigarette Retail Dealer","MARTES FOOD CENTER CORP","1055 WALTON AVE BRONX NY 10452","BRONX",2015,2016
"74","2025542-2-DCA","Inactive",2015-07-10,2016-12-31,"Cigarette Retail Dealer","A & T Discount Tobacco Corp","950 ANDERSON AVE BRONX NY 10452","BRONX",2015,2016
"75","2026236-2-DCA","Inactive",2015-07-28,2016-12-31,"Cigarette Retail Dealer","168 GOURMET DELI INC","1224 MORRIS AVE BRONX NY 10456","BRONX",2015,2016
"76","2026263-2-DCA","Inactive",2015-07-28,2016-12-31,"Cigarette Retail Dealer","Frenchi Deli Grocery Inc","284 E 198TH ST BRONX NY 10458","BRONX",2015,2016
"77","2026264-2-DCA","Inactive",2015-07-28,2016-12-31,"Cigarette Retail Dealer","MURPHY, DELAURNA ULRIC","3905 DYRE AVE BRONX NY 10466","BRONX",2015,2016
"78","2026516-2-DCA","Inactive",2015-08-03,2016-12-31,"Cigarette Retail Dealer","452 GROCERY CORP","452 W 238TH ST BRONX NY 10463","BRONX",2015,2016
"79","2026483-2-DCA","Inactive",2015-08-03,2016-12-31,"Cigarette Retail Dealer","SANDY  A ORTIZ","676 E 180TH ST BRONX NY 10457","BRONX",2015,2016
"80","2026554-2-DCA","Inactive",2015-08-04,2016-12-31,"Cigarette Retail Dealer","MENDOZA, LISSETTE","1249 TINTON AVE BRONX NY 10456","BRONX",2015,2016
"81","2026569-2-DCA","Inactive",2015-08-04,2016-12-31,"Cigarette Retail Dealer","DAVIS SERVICE INC.","1441 WESTCHESTER AVE BRONX NY 10472","BRONX",2015,2016
"82","2026564-2-DCA","Inactive",2015-08-04,2016-12-31,"Cigarette Retail Dealer","ALEAH DELI GROCERY CORP","1882 CROTONA AVE BRONX NY 10457","BRONX",2015,2016
"83","2026658-2-DCA","Inactive",2015-08-06,2016-12-31,"Cigarette Retail Dealer","SANCHIZE 5 DELICATESSEN CORP.","1701 CASTLE HILL AVE BRONX NY 10462","BRONX",2015,2016
"84","2026741-2-DCA","Active",2015-08-07,2016-12-31,"Cigarette Retail Dealer","BEST BROTHERS DELI & GROCERY CORP","195 W BURNSIDE AVE BRONX NY 10453","BRONX",2015,2016
"85","2026712-2-DCA","Inactive",2015-08-07,2016-12-31,"Cigarette Retail Dealer","FM7 DELI GROCERY INC","748 E 163RD ST BRONX NY 10456","BRONX",2015,2016
"86","2026869-2-DCA","Inactive",2015-08-11,2016-12-31,"Cigarette Retail Dealer","3485 DELI GROCERY CORP","3485 BOSTON RD BRONX NY 10469","BRONX",2015,2016
"87","2026911-2-DCA","Inactive",2015-08-11,2016-12-31,"Cigarette Retail Dealer","VILLA FUNDACION DELI MARKET LLC","592 VAN NEST AVE BRONX NY 10460","BRONX",2015,2016
"88","2026899-2-DCA","Inactive",2015-08-11,2016-12-31,"Cigarette Retail Dealer","RASHAD L. MOHAMMED","268 WHITE PLAINS RD BRONX NY 10473","BRONX",2015,2016
"89","2027087-2-DCA","Inactive",2015-08-13,2016-12-31,"Cigarette Retail Dealer","LA GRAN PARADA TREMONT DELI CORP","885 E TREMONT AVE BRONX NY 10460","BRONX",2015,2016
"90","2027020-2-DCA","Inactive",2015-08-13,2016-12-31,"Cigarette Retail Dealer","Urban Vape Inc","3615 E TREMONT AVE BRONX NY 10465","BRONX",2015,2016
"91","2027207-2-DCA","Inactive",2015-08-17,2016-12-31,"Cigarette Retail Dealer","MEGA FOOD AND GROCERY CORP","253 E 172ND ST BRONX NY 10457","BRONX",2015,2016
"92","2027237-2-DCA","Inactive",2015-08-18,2016-12-31,"Cigarette Retail Dealer","BUHRE MINI MART & DELI CORP","3056 BUHRE AVE BRONX NY 10461","BRONX",2015,2016
"93","2027284-2-DCA","Inactive",2015-08-19,2016-12-31,"Cigarette Retail Dealer","Mozeb, Isom","3132 BAINBRIDGE AVE BRONX NY 10467","BRONX",2015,2016
"94","2027581-2-DCA","Inactive",2015-08-27,2016-12-31,"Cigarette Retail Dealer","SOOBIN INC","250 E BURNSIDE AVE BRONX NY 10457","BRONX",2015,2016
"95","2027727-2-DCA","Inactive",2015-08-28,2016-12-31,"Cigarette Retail Dealer","A&K CONVENIENCE STORE INC.","3059 VALENTINE AVE BRONX NY 10458","BRONX",2015,2016
"96","2028155-2-DCA","Inactive",2015-09-08,2016-12-31,"Cigarette Retail Dealer","ALEXANDER AVENUE GOURMET DELI CORP","274 ALEXANDER AVE BRONX NY 10454","BRONX",2015,2016
"97","2028194-2-DCA","Inactive",2015-09-09,2016-12-31,"Cigarette Retail Dealer","OVADEL DELI GROCERY CORP.","131 E 169TH ST BRONX NY 10452","BRONX",2015,2016
"98","2028432-2-DCA","Inactive",2015-09-16,2016-12-31,"Cigarette Retail Dealer","GRANSHI J. GUZMAN","303 E TREMONT AVE BRONX NY 10457","BRONX",2015,2016
"99","2028433-2-DCA","Inactive",2015-09-16,2016-12-31,"Cigarette Retail Dealer","WILLIAMSBRIDGE RD DELI & GRILL INC","2454 WILLIAMSBRIDGE RD BRONX NY 10469","BRONX",2015,2016
"100","2028462-2-DCA","Inactive",2015-09-16,2016-12-31,"Cigarette Retail Dealer","A G BURNSIDE DELI CORP.","172 W BURNSIDE AVE BRONX NY 10453","BRONX",2015,2016
"101","2028434-2-DCA","Inactive",2015-09-16,2016-12-31,"Cigarette Retail Dealer","JD & ARIAS GROCERY CORP.","950 ANDERSON AVE BRONX NY 10452","BRONX",2015,2016
"102","2028576-2-DCA","Inactive",2015-09-18,2016-12-31,"Cigarette Retail Dealer","LALY  DELI & GROCERY CORP","147 W 168TH ST BRONX NY 10452","BRONX",2015,2016
"103","2028597-2-DCA","Inactive",2015-09-18,2016-12-31,"Cigarette Retail Dealer","SOCIAL INK CLUB INC.","936 INTERVALE AVE BRONX NY 10459","BRONX",2015,2016
"104","2028674-2-DCA","Inactive",2015-09-21,2016-12-31,"Cigarette Retail Dealer","1570 Gourmet Deli & Grill, Inc","1570 BATHGATE AVE BRONX NY 10457","BRONX",2015,2016
"105","2028969-2-DCA","Inactive",2015-09-30,2016-12-31,"Cigarette Retail Dealer","A & A BRONX DELI INC","1402 CLAY AVE BRONX NY 10456","BRONX",2015,2016
"106","2029063-2-DCA","Inactive",2015-10-01,2016-12-31,"Cigarette Retail Dealer","1361 GOUREMT DELI CORP","1361 OGDEN AVE BRONX NY 10452","BRONX",2015,2016
"107","2029316-2-DCA","Inactive",2015-10-08,2016-12-31,"Cigarette Retail Dealer","V & V DELI CORP.","699 BECK ST BRONX NY 10455","BRONX",2015,2016
"108","2029391-2-DCA","Inactive",2015-10-09,2016-12-31,"Cigarette Retail Dealer","B & M FRUIT MARKET AND GROCERY CORP","393B E 149TH ST BRONX NY 10455","BRONX",2015,2016
"109","2029820-2-DCA","Inactive",2015-10-26,2016-12-31,"Cigarette Retail Dealer","BAYVIEW FOOD MART CORP","632 CITY ISLAND AVE BRONX NY 10464","BRONX",2015,2016
"110","2030012-2-DCA","Inactive",2015-10-30,2016-12-31,"Cigarette Retail Dealer","LA ATLETA DELI GROCERY INC.","1177 MORRISON AVE BRONX NY 10472","BRONX",2015,2016
"111","2030094-2-DCA","Inactive",2015-11-04,2016-12-31,"Cigarette Retail Dealer","BIANCA DELI GROCERY CORP","981 UNION AVE BRONX NY 10459","BRONX",2015,2016
"112","2030193-2-DCA","Inactive",2015-11-06,2016-12-31,"Cigarette Retail Dealer","SAL 845 INC.","845 CONCOURSE VLG W BRONX NY 10451","BRONX",2015,2016
"113","2030269-2-DCA","Inactive",2015-11-09,2016-12-31,"Cigarette Retail Dealer","HAROLD DELI GROCERY CORP","456 E 149TH ST BRONX NY 10455","BRONX",2015,2016
"114","2030270-2-DCA","Inactive",2015-11-09,2016-12-31,"Cigarette Retail Dealer","EXPRESS WEBB DELI INC","2701 WEBB AVE BRONX NY 10468","BRONX",2015,2016
"115","2030318-2-DCA","Inactive",2015-11-10,2016-12-31,"Cigarette Retail Dealer","543 DELI GROCERY CORP","543 E 137TH ST BRONX NY 10454","BRONX",2015,2016
"116","2030435-2-DCA","Inactive",2015-11-13,2016-12-31,"Cigarette Retail Dealer","QUICK STOP CANDY STORE CORP","2128 CRUGER AVE BRONX NY 10462","BRONX",2015,2016
"117","2030542-2-DCA","Inactive",2015-11-17,2016-12-31,"Cigarette Retail Dealer","T&CKELLY LLC","736B E 233RD ST BRONX NY 10466","BRONX",2015,2016
"118","2030515-2-DCA","Inactive",2015-11-17,2016-12-31,"Cigarette Retail Dealer","REYES DELI GROCERY CORP","676 CASTLE HILL AVE BRONX NY 10473","BRONX",2015,2016
"119","2030713-2-DCA","Inactive",2015-11-23,2016-12-31,"Cigarette Retail Dealer","Hill Deli Grocery Corp.","949 OGDEN AVE BRONX NY 10452","BRONX",2015,2016
"120","2030881-2-DCA","Inactive",2015-11-27,2016-12-31,"Cigarette Retail Dealer","CHARLIE CONVENIENCE GROCERY INC","1290 COLLEGE AVE BRONX NY 10456","BRONX",2015,2016
"121","2031091-2-DCA","Inactive",2015-12-07,2016-12-31,"Cigarette Retail Dealer","TREMONT MINI MARKET CORP","1963 GRAND CONCOURSE BRONX NY 10453","BRONX",2015,2016
"122","2031210-2-DCA","Inactive",2015-12-09,2016-12-31,"Cigarette Retail Dealer","WASHINGTON HALAL FOOD DELI CORP","1286C WASHINGTON AVE BRONX NY 10456","BRONX",2015,2016
"123","2031360-2-DCA","Inactive",2015-12-14,2016-12-31,"Cigarette Retail Dealer","MY DELI AT 1201 CORP.","1201 CASTLE HILL AVE BRONX NY 10462","BRONX",2015,2016
"124","2031699-2-DCA","Inactive",2015-12-24,2016-12-31,"Cigarette Retail Dealer","FAMILY DEALS INC","6665 BROADWAY BRONX NY 10471","BRONX",2015,2016
"125","2031856-2-DCA","Inactive",2015-12-30,2016-12-31,"Cigarette Retail Dealer","2152 RAY'S CORNER DELI & GROCERY CORP","2152 CROTONA PKWY BRONX NY 10460","BRONX",2015,2016
"126","2017072-1-DCA","Active",2015-01-06,2017-12-31,"Cigarette Retail Dealer","EMPIRE DELI LLC","200 E 170TH ST BRONX NY 10456","BRONX",2015,2017
"127","2017067-1-DCA","Active",2015-01-06,2017-12-31,"Cigarette Retail Dealer","EXPRESS CONVENIENCE STATIONARY CORP","3500 WHITE PLAINS RD BRONX NY 10467","BRONX",2015,2017
"128","2017421-1-DCA","Active",2015-01-20,2017-12-31,"Cigarette Retail Dealer","NEW WORLD DELI GROCERY CORP","4150 WHITE PLAINS RD BRONX NY 10466","BRONX",2015,2017
"129","2017783-1-DCA","Active",2015-01-29,2017-12-31,"Cigarette Retail Dealer","FOS Mini Market Inc","920 E 173RD ST BRONX NY 10460","BRONX",2015,2017
"130","2019567-1-DCA","Active",2015-03-16,2017-12-31,"Cigarette Retail Dealer","RWAA DELI & GROCERY CORP","56 W 183RD ST BRONX NY 10453","BRONX",2015,2017
"131","2019785-1-DCA","Active",2015-03-20,2017-12-31,"Cigarette Retail Dealer","1738 FINEST DELI INC","1738A E GUN HILL RD BRONX NY 10469","BRONX",2015,2017
"132","2024476-2-DCA","Active",2015-06-17,2017-12-31,"Cigarette Retail Dealer","Bhuiyan, Habibur","NULL EAST  208 STREET BRONX NY 10467","BRONX",2015,2017
"133","2017282-2-DCA","Active",2015-01-14,2018-12-31,"Cigarette Retail Dealer","XAVIER DELI & GROCERY INC","2425 WEBSTER AVE BRONX NY 10458","BRONX",2015,2018
"134","2017574-2-DCA","Active",2015-01-26,2018-12-31,"Cigarette Retail Dealer","ARCA FUELS, INC","766 SOUTHERN BLVD BRONX NY 10455","BRONX",2015,2018
"135","2017796-2-DCA","Active",2015-01-29,2018-12-31,"Cigarette Retail Dealer","NICK'S & JULIO SUPERMARKET INC.","1894 LAFAYETTE AVE BRONX NY 10473","BRONX",2015,2018
"136","2017830-2-DCA","Active",2015-01-30,2018-12-31,"Cigarette Retail Dealer","157 MATANZA DELI GROCERY INC.","157 W 169TH ST BRONX NY 10452","BRONX",2015,2018
"137","2017861-2-DCA","Active",2015-02-03,2018-12-31,"Cigarette Retail Dealer","ALGRADE DELI GROCERY CORP.","1484 JEROME AVE BRONX NY 10452","BRONX",2015,2018
"138","2017921-2-DCA","Active",2015-02-03,2018-12-31,"Cigarette Retail Dealer","BRYANT DELI AND GROCERY CORP","1950 BRYANT AVE BRONX NY 10460","BRONX",2015,2018
"139","2017928-2-DCA","Active",2015-02-04,2018-12-31,"Cigarette Retail Dealer","HERNANDEZ MARKET INC.","131 TERRACE VIEW AVE BRONX NY 10463","BRONX",2015,2018
"140","2018028-2-DCA","Active",2015-02-06,2018-12-31,"Cigarette Retail Dealer","FERNANDEZ, ALCIBIADES A","1086 KELLY ST BRONX NY 10459","BRONX",2015,2018
"141","2018300-2-DCA","Active",2015-02-13,2018-12-31,"Cigarette Retail Dealer","LA FAMILIA DELI MARKET CORP.","281 E 170TH ST BRONX NY 10456","BRONX",2015,2018
"142","2018299-2-DCA","Active",2015-02-13,2018-12-31,"Cigarette Retail Dealer","MAA TARA GAS, INC.","2350 JEROME AVE BRONX NY 10468","BRONX",2015,2018
"143","2018384-2-DCA","Active",2015-02-17,2018-12-31,"Cigarette Retail Dealer","ALBARAKA CANDY CONVENIENCE STORE INC.","918 FREEMAN ST BRONX NY 10459","BRONX",2015,2018
"144","2018437-2-DCA","Active",2015-02-18,2018-12-31,"Cigarette Retail Dealer","732 COURTLANDT DELI CORP","732 COURTLANDT AVE BRONX NY 10451","BRONX",2015,2018
"145","2018410-2-DCA","Active",2015-02-18,2018-12-31,"Cigarette Retail Dealer","BRUCKNER SNACK MART CORP.","1929 BRUCKNER BLVD BRONX NY 10472","BRONX",2015,2018
