"","LICENSE_NBR","STATUS","CREATE_DATE","EXPIRATION_DATE","INDUSTRY","BUSINESS_NAME","address","BORO","Year","Year2"
"12","1194488-DCA","Inactive",2011-02-07,2012-12-31,"Cigarette Retail Dealer","FARMER DELI 2, INC","1067 FLATBUSH AVE BROOKLYN NY 11226","BROOKLYN",2011,2012
"13","1382070-DCA","Inactive",2011-02-07,2012-12-31,"Cigarette Retail Dealer","RADFAN GROCERY DELI CANDY INC","357 UTICA AVE BROOKLYN NY 11213","BROOKLYN",2011,2012
"14","1382202-DCA","Inactive",2011-02-09,2012-12-31,"Cigarette Retail Dealer","CARRADA-SILVA, ODON","6623 20TH AVE BROOKLYN NY 11204","BROOKLYN",2011,2012
"15","1382722-DCA","Inactive",2011-02-16,2012-12-31,"Cigarette Retail Dealer","JANNY GROCERY, INC.","161 MANHATTAN AVE BROOKLYN NY 11206","BROOKLYN",2011,2012
"16","1382878-DCA","Inactive",2011-02-17,2012-12-31,"Cigarette Retail Dealer","SIKDER & SONS INC.","40 HOYT ST BROOKLYN NY 11201","BROOKLYN",2011,2012
"17","1382886-DCA","Inactive",2011-02-17,2012-12-31,"Cigarette Retail Dealer","JENNI'S FOOD SERVICE CORP.","535 GRAHAM AVE BROOKLYN NY 11222","BROOKLYN",2011,2012
"18","1382882-DCA","Inactive",2011-02-17,2012-12-31,"Cigarette Retail Dealer","VICTOR'S GROCERY CORP.","2501 TILDEN AVE BROOKLYN NY 11226","BROOKLYN",2011,2012
"19","1383090-DCA","Inactive",2011-02-22,2012-12-31,"Cigarette Retail Dealer","LA TIENDITA, INC.","3924 8TH AVE BROOKLYN NY 11232","BROOKLYN",2011,2012
"20","1383236-DCA","Inactive",2011-02-24,2012-12-31,"Cigarette Retail Dealer","WYCKOFF GOURMET DELI CORP.","262 WYCKOFF AVE BROOKLYN NY 11237","BROOKLYN",2011,2012
"21","1376453-DCA","Inactive",2011-02-24,2012-12-31,"Cigarette Retail Dealer","ADDU, INC.","1722 BATH AVE BROOKLYN NY 11214","BROOKLYN",2011,2012
"22","1383434-DCA","Inactive",2011-03-01,2012-12-31,"Cigarette Retail Dealer","RAHMAN, SHAKILUR & RAHMAN, KABIBUR","3299 FULTON ST BROOKLYN NY 11208","BROOKLYN",2011,2012
"23","1383410-DCA","Inactive",2011-03-01,2012-12-31,"Cigarette Retail Dealer","KE AVE GROCERY CORP.","1129 BLAKE AVE BROOKLYN NY 11208","BROOKLYN",2011,2012
"24","1383372-DCA","Inactive",2011-03-01,2012-12-31,"Cigarette Retail Dealer","DE LA CRUZ, MARGARITA","601 CENTRAL AVE BROOKLYN NY 11207","BROOKLYN",2011,2012
"25","1384010-DCA","Inactive",2011-03-04,2012-12-31,"Cigarette Retail Dealer","226 ROYAL DELI CORP.","226 SCHENECTADY AVE BROOKLYN NY 11213","BROOKLYN",2011,2012
"26","1384236-DCA","Inactive",2011-03-07,2012-12-31,"Cigarette Retail Dealer","PROSPECT ORGANIC FOODS INC.","276 FLATBUSH AVE BROOKLYN NY 11217","BROOKLYN",2011,2012
"27","1384138-DCA","Inactive",2011-03-07,2012-12-31,"Cigarette Retail Dealer","SOPHY MINI MARKET CORP","1206 HERKIMER ST BROOKLYN NY 11233","BROOKLYN",2011,2012
"28","1384124-DCA","Inactive",2011-03-07,2012-12-31,"Cigarette Retail Dealer","GINNY PETROLEUM LLC","225 PENNSYLVANIA AVE BROOKLYN NY 11207","BROOKLYN",2011,2012
"29","1384326-DCA","Inactive",2011-03-09,2012-12-31,"Cigarette Retail Dealer","MORGANTOWN DELI & GENERAL INC.","1087 FLUSHING AVE BROOKLYN NY 11237","BROOKLYN",2011,2012
"30","1384646-DCA","Inactive",2011-03-11,2012-12-31,"Cigarette Retail Dealer","T&J GROCERY CORP.","715 RIVERDALE AVE BROOKLYN NY 11207","BROOKLYN",2011,2012
"31","1384520-DCA","Inactive",2011-03-11,2012-12-31,"Cigarette Retail Dealer","MIGUELITO GROCERY CORP.","252 CENTRAL AVE BROOKLYN NY 11221","BROOKLYN",2011,2012
"32","1384596-DCA","Inactive",2011-03-11,2012-12-31,"Cigarette Retail Dealer","SAMIR DELI GROCERY, INC.","761B FLATBUSH AVE BROOKLYN NY 11226","BROOKLYN",2011,2012
"33","1384658-DCA","Inactive",2011-03-14,2012-12-31,"Cigarette Retail Dealer","TUNDRA DELI GROCERY #2 CORP.","887 HART ST BROOKLYN NY 11237","BROOKLYN",2011,2012
"34","1382616-DCA","Inactive",2011-03-16,2012-12-31,"Cigarette Retail Dealer","DORI FASHION STYLE INC.","697 GRAND ST BROOKLYN NY 11211","BROOKLYN",2011,2012
"35","1384874-DCA","Inactive",2011-03-16,2012-12-31,"Cigarette Retail Dealer","JHONY DELI & GROCERY INC.","829 GATES AVE BROOKLYN NY 11221","BROOKLYN",2011,2012
"36","1385124-DCA","Inactive",2011-03-18,2012-12-31,"Cigarette Retail Dealer","CRUZ, JOSE M","599 WILSON AVE BROOKLYN NY 11207","BROOKLYN",2011,2012
"37","1385168-DCA","Inactive",2011-03-18,2012-12-31,"Cigarette Retail Dealer","634 DELI & GROCERY CORP","634 4TH AVE BROOKLYN NY 11232","BROOKLYN",2011,2012
"38","1385376-DCA","Inactive",2011-03-21,2012-12-31,"Cigarette Retail Dealer","RAMIREZ, JOSE","1543 MYRTLE AVE BROOKLYN NY 11237","BROOKLYN",2011,2012
"39","1385472-DCA","Inactive",2011-03-21,2012-12-31,"Cigarette Retail Dealer","ORGANIC MARKET AND DELI CORP.","448 FRANKLIN AVE BROOKLYN NY 11238","BROOKLYN",2011,2012
"40","1385328-DCA","Inactive",2011-03-21,2012-12-31,"Cigarette Retail Dealer","PAPA DELI CORP.","1500 PITKIN AVE BROOKLYN NY 11212","BROOKLYN",2011,2012
"41","1385280-DCA","Inactive",2011-03-21,2012-12-31,"Cigarette Retail Dealer","159 FOOD CORP.","159 YORK ST BROOKLYN NY 11201","BROOKLYN",2011,2012
"42","1385842-DCA","Inactive",2011-03-25,2012-12-31,"Cigarette Retail Dealer","ALZOKARI, MOHAMMED FADIL","2570 86TH ST BROOKLYN NY 11214","BROOKLYN",2011,2012
"43","1386392-DCA","Inactive",2011-03-30,2012-12-31,"Cigarette Retail Dealer","BURGOS, ANEURY","1588 SAINT JOHNS PL BROOKLYN NY 11213","BROOKLYN",2011,2012
"44","1386402-DCA","Inactive",2011-04-01,2012-12-31,"Cigarette Retail Dealer","JACKSON, RODERICK","879 MOTHER GASTON BLVD BROOKLYN NY 11212","BROOKLYN",2011,2012
"45","1260250-DCA","Inactive",2011-04-06,2012-12-31,"Cigarette Retail Dealer","KASSEM, MOHAMED H.","671 GRAND ST BROOKLYN NY 11211","BROOKLYN",2011,2012
"46","1386836-DCA","Inactive",2011-04-06,2012-12-31,"Cigarette Retail Dealer","BILQIS DELI GROCERY INC","960 DEKALB AVE BROOKLYN NY 11221","BROOKLYN",2011,2012
"47","1268302-DCA","Inactive",2011-04-08,2012-12-31,"Cigarette Retail Dealer","ALI, DAHAN M","5215 AVENUE D BROOKLYN NY 11203","BROOKLYN",2011,2012
"48","1387436-DCA","Inactive",2011-04-12,2012-12-31,"Cigarette Retail Dealer","TIGER FOOD CORP. II","516 NEW LOTS AVE BROOKLYN NY 11207","BROOKLYN",2011,2012
"49","1388366-DCA","Inactive",2011-04-18,2012-12-31,"Cigarette Retail Dealer","SMART1 DELI GROCERY CORP.","3325 SNYDER AVE BROOKLYN NY 11203","BROOKLYN",2011,2012
"50","1388382-DCA","Inactive",2011-04-18,2012-12-31,"Cigarette Retail Dealer","MCKING FRIED CHICKEN & DELI INC.","790A FRANKLIN AVE BROOKLYN NY 11238","BROOKLYN",2011,2012
"51","1388284-DCA","Inactive",2011-04-18,2012-12-31,"Cigarette Retail Dealer","MOHAMED, AHMED A","1601 79TH ST BROOKLYN NY 11214","BROOKLYN",2011,2012
"52","1388944-DCA","Inactive",2011-04-19,2012-12-31,"Cigarette Retail Dealer","U.S. GOURMET DELI CORP.","144 LEWIS AVE BROOKLYN NY 11221","BROOKLYN",2011,2012
"53","1388668-DCA","Inactive",2011-04-21,2012-12-31,"Cigarette Retail Dealer","KANG YI INC","4002 5TH AVE BROOKLYN NY 11232","BROOKLYN",2011,2012
"54","1388800-DCA","Inactive",2011-04-21,2012-12-31,"Cigarette Retail Dealer","AMBER MINI MARKET INC","868 UTICA AVE BROOKLYN NY 11203","BROOKLYN",2011,2012
"55","1302068-DCA","Inactive",2011-04-22,2012-12-31,"Cigarette Retail Dealer","TWO STARS DELI INC.","1938A ROCKAWAY PKWY BROOKLYN NY 11236","BROOKLYN",2011,2012
"56","1390014-DCA","Inactive",2011-04-29,2012-12-31,"Cigarette Retail Dealer","ALEJANDRO MIGUEL HERNANDEZ","444 MARCUS GARVEY BLVD BROOKLYN NY 11216","BROOKLYN",2011,2012
"57","1389820-DCA","Inactive",2011-04-29,2012-12-31,"Cigarette Retail Dealer","CARIBBEAN FRIED CHICKEN CORP.","211 UTICA AVE BROOKLYN NY 11213","BROOKLYN",2011,2012
"58","1390266-DCA","Inactive",2011-05-04,2012-12-31,"Cigarette Retail Dealer","OCEAN VIEW CONVENIENT STORE, INC.","1310 SURF AVE BROOKLYN NY 11224","BROOKLYN",2011,2012
"59","1390394-DCA","Inactive",2011-05-04,2012-12-31,"Cigarette Retail Dealer","3RD AVE GASOLINE INC.","98 3RD AVE BROOKLYN NY 11217","BROOKLYN",2011,2012
"60","1299640-DCA","Inactive",2011-05-05,2012-12-31,"Cigarette Retail Dealer","BASEL FOOD CORP.","410 NEW LOTS AVE BROOKLYN NY 11207","BROOKLYN",2011,2012
"61","1390892-DCA","Inactive",2011-05-06,2012-12-31,"Cigarette Retail Dealer","NABO DIGANTA CORP.","1683 E 16TH ST BROOKLYN NY 11229","BROOKLYN",2011,2012
"62","1391060-DCA","Inactive",2011-05-10,2012-12-31,"Cigarette Retail Dealer","YAHYA, ABDO MOHAMED","182 RALPH AVE BROOKLYN NY 11233","BROOKLYN",2011,2012
"63","1391046-DCA","Inactive",2011-05-10,2012-12-31,"Cigarette Retail Dealer","SMART DELI & GRILL CORP.","894 MYRTLE AVE BROOKLYN NY 11206","BROOKLYN",2011,2012
"64","1391262-DCA","Inactive",2011-05-11,2012-12-31,"Cigarette Retail Dealer","DAYLINE NEWSSTAND CORP.","1451 NOSTRAND AVE BROOKLYN NY 11226","BROOKLYN",2011,2012
"65","1391614-DCA","Inactive",2011-05-12,2012-12-31,"Cigarette Retail Dealer","NEW Z SUPER MARKET INC.","1202 AVENUE Z BROOKLYN NY 11235","BROOKLYN",2011,2012
"66","1392076-DCA","Inactive",2011-05-13,2012-12-31,"Cigarette Retail Dealer","3015 CHURCH LINE INC.","3015 CHURCH AVE BROOKLYN NY 11226","BROOKLYN",2011,2012
"67","1261476-DCA","Inactive",2011-05-16,2012-12-31,"Cigarette Retail Dealer","MUNOZ, JOSEFINA","444 MELROSE ST BROOKLYN NY 11237","BROOKLYN",2011,2012
"68","1379419-DCA","Inactive",2011-05-16,2012-12-31,"Cigarette Retail Dealer","ELSHARKAWY INC","303 DEAN ST BROOKLYN NY 11217","BROOKLYN",2011,2012
"69","1392972-DCA","Inactive",2011-05-23,2012-12-31,"Cigarette Retail Dealer","A & T DELI & GROCERY, INC.","2383 65TH ST BROOKLYN NY 11204","BROOKLYN",2011,2012
"70","1393016-DCA","Inactive",2011-05-23,2012-12-31,"Cigarette Retail Dealer","ALAMRIA DELI GROCERY INC","1516 FULTON ST BROOKLYN NY 11216","BROOKLYN",2011,2012
"71","1392836-DCA","Inactive",2011-05-23,2012-12-31,"Cigarette Retail Dealer","RIVERROCK FOOD CORP.","774 ROCKAWAY AVE BROOKLYN NY 11212","BROOKLYN",2011,2012
"72","1392840-DCA","Inactive",2011-05-23,2012-12-31,"Cigarette Retail Dealer","BUTT, ZAHID","6409 20TH AVE BROOKLYN NY 11204","BROOKLYN",2011,2012
"73","1393046-DCA","Inactive",2011-05-23,2012-12-31,"Cigarette Retail Dealer","EM FLATBUSH CORP.","713 FLATBUSH AVE BROOKLYN NY 11225","BROOKLYN",2011,2012
"74","1393512-DCA","Inactive",2011-05-24,2012-12-31,"Cigarette Retail Dealer","WOODHULL DELI CORP","691 BROADWAY BROOKLYN NY 11206","BROOKLYN",2011,2012
"75","1393262-DCA","Inactive",2011-05-24,2012-12-31,"Cigarette Retail Dealer","77 DELI & GROCERY INC.","734 DUMONT AVE BROOKLYN NY 11207","BROOKLYN",2011,2012
"76","1393436-DCA","Inactive",2011-05-24,2012-12-31,"Cigarette Retail Dealer","CIBO GOURMET DELI GROCERY CORP","100 COOPER ST BROOKLYN NY 11207","BROOKLYN",2011,2012
"77","1393980-DCA","Inactive",2011-05-26,2012-12-31,"Cigarette Retail Dealer","FADEL DELI MART INC.","685 GATES AVE BROOKLYN NY 11221","BROOKLYN",2011,2012
"78","1394180-DCA","Inactive",2011-05-27,2012-12-31,"Cigarette Retail Dealer","WILSON ABREU URENA","326 ROEBLING ST BROOKLYN NY 11211","BROOKLYN",2011,2012
"79","1395082-DCA","Inactive",2011-06-06,2012-12-31,"Cigarette Retail Dealer","297 STAR LITE DELI CORP.","297 LEGION ST BROOKLYN NY 11212","BROOKLYN",2011,2012
"80","1395458-DCA","Inactive",2011-06-08,2012-12-31,"Cigarette Retail Dealer","WONDERLAND GROCERY STORE INC.","5120 7TH AVE BROOKLYN NY 11220","BROOKLYN",2011,2012
"81","1395424-DCA","Inactive",2011-06-08,2012-12-31,"Cigarette Retail Dealer","SALEH, ESSA S","1478 BEDFORD AVE BROOKLYN NY 11216","BROOKLYN",2011,2012
"82","1395756-DCA","Inactive",2011-06-09,2012-12-31,"Cigarette Retail Dealer","MIKE'S 3RD AVENUE DELI CORP.","4420 3RD AVE BROOKLYN NY 11220","BROOKLYN",2011,2012
"83","1396187-DCA","Inactive",2011-06-10,2012-12-31,"Cigarette Retail Dealer","3678 NOSTRAND GROCERY & DELI CORP.","3678 NOSTRAND AVE BROOKLYN NY 11229","BROOKLYN",2011,2012
"84","1396064-DCA","Inactive",2011-06-13,2012-12-31,"Cigarette Retail Dealer","AED DELI INC.","1515 ATLANTIC AVE BROOKLYN NY 11213","BROOKLYN",2011,2012
"85","1396190-DCA","Inactive",2011-06-13,2012-12-31,"Cigarette Retail Dealer","HENRY STREET GROCERY CORP","721 HENRY ST BROOKLYN NY 11231","BROOKLYN",2011,2012
"86","1396402-DCA","Inactive",2011-06-14,2012-12-31,"Cigarette Retail Dealer","SOWADAH, ADEL","1469 FULTON ST BROOKLYN NY 11216","BROOKLYN",2011,2012
"87","1396476-DCA","Inactive",2011-06-15,2012-12-31,"Cigarette Retail Dealer","PIJUANS CONVENIENCE DISCOUNT & GROCERY STORE INC.","506 WILSON AVE BROOKLYN NY 11221","BROOKLYN",2011,2012
"88","1396486-DCA","Inactive",2011-06-15,2012-12-31,"Cigarette Retail Dealer","HAMILTON GROCERY INC.","289 HAMILTON AVE BROOKLYN NY 11231","BROOKLYN",2011,2012
"89","1397280-DCA","Inactive",2011-06-21,2012-12-31,"Cigarette Retail Dealer","WOODRUFF DELI CORP.","738A FLATBUSH AVE BROOKLYN NY 11226","BROOKLYN",2011,2012
"90","1397648-DCA","Inactive",2011-06-21,2012-12-31,"Cigarette Retail Dealer","EL PUNTO MINIMARKET CORP.","643 MARCY AVE BROOKLYN NY 11206","BROOKLYN",2011,2012
"91","1397228-DCA","Inactive",2011-06-23,2012-12-31,"Cigarette Retail Dealer","MALCOLM X BLVD DELI, INC.","92 MALCOLM X BLVD BROOKLYN NY 11221","BROOKLYN",2011,2012
"92","1272380-DCA","Inactive",2011-06-24,2012-12-31,"Cigarette Retail Dealer","SWEET EXPRESS DELI GROCERY, INC.","412 PULASKI ST BROOKLYN NY 11206","BROOKLYN",2011,2012
"93","1398358-DCA","Inactive",2011-06-29,2012-12-31,"Cigarette Retail Dealer","SAMIR777 CORPORATION","445 DEKALB AVE BROOKLYN NY 11205","BROOKLYN",2011,2012
"94","1398602-DCA","Inactive",2011-07-05,2012-12-31,"Cigarette Retail Dealer","ALI, MALEK H","388 NOSTRAND AVE BROOKLYN NY 11216","BROOKLYN",2011,2012
"95","1398994-DCA","Inactive",2011-07-06,2012-12-31,"Cigarette Retail Dealer","1763 DELI GROCERY CORP.","1763 BROADWAY BROOKLYN NY 11207","BROOKLYN",2011,2012
"96","1401478-DCA","Inactive",2011-07-08,2012-12-31,"Cigarette Retail Dealer","SI GROCERY & DELI CORP.","1082 DEKALB AVE BROOKLYN NY 11221","BROOKLYN",2011,2012
"97","1399464-DCA","Inactive",2011-07-11,2012-12-31,"Cigarette Retail Dealer","LOS PLEBES 1 CORP.","221 IRVING AVE BROOKLYN NY 11237","BROOKLYN",2011,2012
"98","1399568-DCA","Inactive",2011-07-12,2012-12-31,"Cigarette Retail Dealer","BAISHAKI GROCERY INC.","209 CORTELYOU RD BROOKLYN NY 11218","BROOKLYN",2011,2012
"99","1399690-DCA","Inactive",2011-07-12,2012-12-31,"Cigarette Retail Dealer","FRANCISCO SEGUNDO TAVARES","777 PARK AVE BROOKLYN NY 11206","BROOKLYN",2011,2012
"100","1399754-DCA","Inactive",2011-07-13,2012-12-31,"Cigarette Retail Dealer","NISSAN STONE INC.","534 3RD AVE BROOKLYN NY 11215","BROOKLYN",2011,2012
"101","1399904-DCA","Inactive",2011-07-13,2012-12-31,"Cigarette Retail Dealer","DOWNTOWN CANDY STORE CORP.","44 WILLOUGHBY ST BROOKLYN NY 11201","BROOKLYN",2011,2012
"102","1400626-DCA","Inactive",2011-07-14,2012-12-31,"Cigarette Retail Dealer","NORTHWEST DELI CORP","994 MANHATTAN AVE BROOKLYN NY 11222","BROOKLYN",2011,2012
"103","1400392-DCA","Inactive",2011-07-18,2012-12-31,"Cigarette Retail Dealer","RACHELL DELI & GROCERY CORP.","1185 DEKALB AVE BROOKLYN NY 11221","BROOKLYN",2011,2012
"104","1401022-DCA","Inactive",2011-07-20,2012-12-31,"Cigarette Retail Dealer","OTHMAN AHMED","1680 ROCKAWAY PKWY BROOKLYN NY 11236","BROOKLYN",2011,2012
"105","1400806-DCA","Inactive",2011-07-22,2012-12-31,"Cigarette Retail Dealer","QAZA FAMILY CORPORATION","716 ROCKAWAY AVE BROOKLYN NY 11212","BROOKLYN",2011,2012
"106","1401420-DCA","Inactive",2011-07-22,2012-12-31,"Cigarette Retail Dealer","GREEN LANTERN GROCERIES CORP","9218 AVENUE L BROOKLYN NY 11236","BROOKLYN",2011,2012
"107","1400908-DCA","Inactive",2011-07-22,2012-12-31,"Cigarette Retail Dealer","JULIAN, JOSEPH P","7012 15TH AVE BROOKLYN NY 11228","BROOKLYN",2011,2012
"108","1401228-DCA","Inactive",2011-07-25,2012-12-31,"Cigarette Retail Dealer","HENG FUNG GROCERY INC.","5519 5TH AVE BROOKLYN NY 11220","BROOKLYN",2011,2012
"109","1401378-DCA","Inactive",2011-07-25,2012-12-31,"Cigarette Retail Dealer","ASEEL EXCLUSIVE DELI CORP","3901 CHURCH AVE BROOKLYN NY 11203","BROOKLYN",2011,2012
"110","1401474-DCA","Inactive",2011-07-26,2012-12-31,"Cigarette Retail Dealer","BRIGHT STAR DELI AND GROCERY INC","350 MALCOLM X BLVD BROOKLYN NY 11233","BROOKLYN",2011,2012
"111","1401850-DCA","Inactive",2011-07-28,2012-12-31,"Cigarette Retail Dealer","LOS HERMANOS GROCERY AND DELI CORP.","534 SUTTER AVE BROOKLYN NY 11207","BROOKLYN",2011,2012
"112","1401982-DCA","Inactive",2011-07-28,2012-12-31,"Cigarette Retail Dealer","MUNIS MM ALZOKARI","664 KNICKERBOCKER AVE BROOKLYN NY 11221","BROOKLYN",2011,2012
"113","1402210-DCA","Inactive",2011-07-29,2012-12-31,"Cigarette Retail Dealer","GRAHAM AVENUE MINI MARKET, INC.","65 GRAHAM AVE BROOKLYN NY 11206","BROOKLYN",2011,2012
"114","1386492-DCA","Inactive",2011-07-29,2012-12-31,"Cigarette Retail Dealer","NEW GRAMMAH FOOD MART CORP.","555 LEFFERTS AVE BROOKLYN NY 11225","BROOKLYN",2011,2012
"115","1402144-DCA","Inactive",2011-07-29,2012-12-31,"Cigarette Retail Dealer","FRANCOIS DELI CORP","1510 NOSTRAND AVE BROOKLYN NY 11226","BROOKLYN",2011,2012
"116","1402418-DCA","Inactive",2011-08-01,2012-12-31,"Cigarette Retail Dealer","GOURMET DELI & BEVERAGES, INC.","70 4TH AVE BROOKLYN NY 11217","BROOKLYN",2011,2012
"117","1402452-DCA","Inactive",2011-08-04,2012-12-31,"Cigarette Retail Dealer","SALIM, RAED M","1869 FLATBUSH AVE BROOKLYN NY 11210","BROOKLYN",2011,2012
"118","1402648-DCA","Inactive",2011-08-05,2012-12-31,"Cigarette Retail Dealer","JVRS GROUP LLC","3202 EMMONS AVE BROOKLYN NY 11235","BROOKLYN",2011,2012
"119","1286813-DCA","Inactive",2011-08-09,2012-12-31,"Cigarette Retail Dealer","BROADWAY FARM CORP.","1472 BROADWAY BROOKLYN NY 11221","BROOKLYN",2011,2012
"120","1403454-DCA","Inactive",2011-08-09,2012-12-31,"Cigarette Retail Dealer","BELAYAT, HOSSAIN","2676 PITKIN AVE BROOKLYN NY 11208","BROOKLYN",2011,2012
"121","1380296-DCA","Inactive",2011-08-11,2012-12-31,"Cigarette Retail Dealer","BABAYEV BAGELS INC.","2965 OCEAN AVE BROOKLYN NY 11235","BROOKLYN",2011,2012
"122","1403268-DCA","Inactive",2011-08-12,2012-12-31,"Cigarette Retail Dealer","JUAN CARLOS DE JESUS","200 PENNSYLVANIA AVE BROOKLYN NY 11207","BROOKLYN",2011,2012
"123","1403700-DCA","Inactive",2011-08-15,2012-12-31,"Cigarette Retail Dealer","L Y T NEW YORK DELI GROCERY CORP.","2803 W 20TH ST BROOKLYN NY 11224","BROOKLYN",2011,2012
"124","1404282-DCA","Inactive",2011-08-17,2012-12-31,"Cigarette Retail Dealer","CENTRAL DELI & GROCERY CORP.","427 CENTRAL AVE BROOKLYN NY 11221","BROOKLYN",2011,2012
"125","1404238-DCA","Inactive",2011-08-17,2012-12-31,"Cigarette Retail Dealer","CALCANO MINI MARKET INC.","642 ROCKAWAY AVE BROOKLYN NY 11212","BROOKLYN",2011,2012
"126","1404492-DCA","Inactive",2011-08-18,2012-12-31,"Cigarette Retail Dealer","PEKIN GROCERY CORP","483 RALPH AVE BROOKLYN NY 11233","BROOKLYN",2011,2012
"127","1405276-DCA","Inactive",2011-08-22,2012-12-31,"Cigarette Retail Dealer","BACK TO EARTH HEALTH & BEAUTY CORP.","139 5TH AVE BROOKLYN NY 11217","BROOKLYN",2011,2012
"128","1404838-DCA","Inactive",2011-08-22,2012-12-31,"Cigarette Retail Dealer","MYRTLE AVE FAMILY DELI CORP.","332 MYRTLE AVE BROOKLYN NY 11205","BROOKLYN",2011,2012
"129","1404882-DCA","Inactive",2011-08-22,2012-12-31,"Cigarette Retail Dealer","SALEH-EFE FRUIT VEGETABLE CORP.","82 NASSAU AVE BROOKLYN NY 11222","BROOKLYN",2011,2012
"130","1404804-DCA","Inactive",2011-08-22,2012-12-31,"Cigarette Retail Dealer","FULTON HALAL MEAT & DELI GROCERY INC","3156 FULTON ST BROOKLYN NY 11208","BROOKLYN",2011,2012
"131","1405048-DCA","Inactive",2011-08-24,2012-12-31,"Cigarette Retail Dealer","REDHOOK GOURMET CORP","51 WOLCOTT ST BROOKLYN NY 11231","BROOKLYN",2011,2012
"132","1405454-DCA","Inactive",2011-08-26,2012-12-31,"Cigarette Retail Dealer","YOUR CHOICE SUPERMARKET INC.","85 BELMONT AVE BROOKLYN NY 11212","BROOKLYN",2011,2012
"133","1405836-DCA","Inactive",2011-08-29,2012-12-31,"Cigarette Retail Dealer","WOOD SMOKE COMPANY INC.","2081 E 19TH ST BROOKLYN NY 11229","BROOKLYN",2011,2012
"134","1406280-DCA","Inactive",2011-08-30,2012-12-31,"Cigarette Retail Dealer","TORRES LINARES, RAFAEL","336 FRANKLIN AVE BROOKLYN NY 11238","BROOKLYN",2011,2012
"135","1402124-DCA","Inactive",2011-08-30,2012-12-31,"Cigarette Retail Dealer","A & P DELI GROCERY NY CORP.","3921 4TH AVE BROOKLYN NY 11232","BROOKLYN",2011,2012
"136","1402690-DCA","Inactive",2011-09-02,2012-12-31,"Cigarette Retail Dealer","GOLDEN DELI & GROCERY STORE CORP.","214 TAPSCOTT ST BROOKLYN NY 11212","BROOKLYN",2011,2012
"137","1407380-DCA","Inactive",2011-09-12,2012-12-31,"Cigarette Retail Dealer","RIWO CORP.","3678 NOSTRAND AVE BROOKLYN NY 11229","BROOKLYN",2011,2012
"138","1407900-DCA","Inactive",2011-09-16,2012-12-31,"Cigarette Retail Dealer","ELIZA GROCERY CORP","1060 BELMONT AVE BROOKLYN NY 11208","BROOKLYN",2011,2012
"139","1407752-DCA","Inactive",2011-09-16,2012-12-31,"Cigarette Retail Dealer","SKY GROCERY INC.","706 60TH ST BROOKLYN NY 11220","BROOKLYN",2011,2012
"140","1408464-DCA","Inactive",2011-09-20,2012-12-31,"Cigarette Retail Dealer","ERIA INC.","703 FLATBUSH AVE BROOKLYN NY 11225","BROOKLYN",2011,2012
