GEOID,NAME,totpop,propwhite,medincome,propdegree,geometry,census_tract,count
36081005100,"Census Tract 51, Queens County, New York",1904,0.45299999999999996,37109,0.35100000000000003,"list(list(c(-73.928956, -73.930299, -73.931252, -73.932022, -73.932791, -73.933422, -73.933561, -73.934335, -73.93504, -73.935798, -73.934632, -73.933958, -73.933345, -73.932152, -73.931351, -73.930553, -73.929751, -73.928956, 40.756213, 40.754548, 40.753375, 40.753787, 40.754195, 40.75453, 40.754604, 40.755015, 40.755391, 40.755796, 40.75694, 40.756571, 40.756239, 40.75771, 40.757334, 40.756959, 40.756581, 40.756213)))",36081005100,2
36081005700,"Census Tract 57, Queens County, New York",3784,0.597,47235,0.433,"list(list(c(-73.922832, -73.92246, -73.921659, -73.922905, -73.924157, -73.924954, -73.925754, -73.926554, -73.927352, -73.928154, -73.928956, -73.927703, -73.928501, -73.929301, -73.928051, -73.927247, -73.926453, -73.925654, -73.924854, -73.924054, -73.923258, -73.922832, 40.757602, 40.757427, 40.757051, 40.755506, 40.753961, 40.754337, 40.754711, 40.755086, 40.75546, 40.755836, 40.756213, 40.757753, 40.758129, 40.758504, 40.760048, 40.759671, 40.759296, 40.758922, 40.758551, 40.758176, 40.757803, 
40.757602)))",36081005700,4
36081006100,"Census Tract 61, Queens County, New York",5752,0.693,51903,0.599,"list(list(c(-73.926188, -73.924253, -73.923457, -73.922663, -73.92188, -73.921081, -73.920283, -73.920197, -73.919484, -73.918966, -73.918686, -73.917888, -73.919799, -73.920597, -73.921129, -73.921396, -73.922195, -73.922996, -73.923788, -73.924588, -73.92538, -73.926188, 40.762351, 40.764725, 40.764348, 40.763966, 40.763574, 40.763199, 40.762823, 40.762783, 40.762449, 40.762204, 40.762072, 40.761695, 40.759349, 40.759725, 40.759974, 40.7601, 40.760475, 40.760849, 40.761226, 40.7616, 40.76197, 40.762351
)))",36081006100,2
36081006300,"Census Tract 63, Queens County, New York",5156,0.775,47016,0.466,"list(list(c(-73.923539, -73.922189, -73.921391, -73.920587, -73.919778, -73.918986, -73.91819, -73.917389, -73.91659, -73.915791, -73.917888, -73.918686, -73.918966, -73.919484, -73.920197, -73.920283, -73.921081, -73.92188, -73.922663, -73.923457, -73.924253, -73.924092, -73.923539, 40.765604, 40.767267, 40.766894, 40.766521, 40.766152, 40.765771, 40.765394, 40.76502, 40.764644, 40.764268, 40.761695, 40.762072, 40.762204, 40.762449, 40.762783, 40.762823, 40.763199, 40.763574, 40.763966, 40.764348, 
40.764725, 40.764922, 40.765604)))",36081006300,2
36081007100,"Census Tract 71, Queens County, New York",3534,0.643,43396,0.52,"list(list(c(-73.918526, -73.918906, -73.919778, -73.920587, -73.921391, -73.922189, -73.922305, -73.92298, -73.923525, -73.924272, -73.925076, -73.926473, -73.927807, -73.927304, -73.926815, -73.926408, -73.9259, -73.924783, -73.923634, -73.922948, -73.922432, -73.922204, -73.921242, -73.918998, -73.918116, -73.919956, -73.919112, -73.918493, -73.918526, 40.767693, 40.767227, 40.766152, 40.766521, 40.766894, 40.767267, 40.767322, 40.76764, 40.767893, 40.768242, 40.768619, 40.769271, 40.769889, 40.770527, 
40.771133, 40.771641, 40.772262, 40.771355, 40.770428, 40.769851, 40.769403, 40.769223, 40.768378, 40.770309, 40.770029, 40.76844, 40.768025, 40.767735, 40.767693)))",36081007100,3
36081007900,"Census Tract 79, Queens County, New York",3026,0.46799999999999997,40625,0.214,"list(list(c(-73.932024, -73.93213, -73.933445, -73.933367, -73.932726, -73.932046, -73.931278, -73.929905, -73.927807, -73.926473, -73.92715, -73.927821, -73.928375, -73.928556, -73.929856, -73.931933, -73.932024, 40.768257, 40.768299, 40.768818, 40.768912, 40.769699, 40.770545, 40.771516, 40.770862, 40.769889, 40.769271, 40.768442, 40.767616, 40.766935, 40.766714, 40.767327, 40.768218, 40.768257)))",36081007900,2
36081011000,"Census Tract 110, Queens County, New York",3277,0.249,49375,0.18,"list(list(c(-73.831723, -73.832577, -73.833422, -73.834265, -73.835111, -73.835951, -73.836936, -73.837278, -73.838106, -73.837229, -73.836346, -73.835461, -73.836044, -73.835151, -73.83499, -73.833726, -73.833558, -73.832743, -73.831723, 40.686051, 40.685806, 40.685568, 40.685327, 40.685088, 40.684844, 40.686843, 40.686747, 40.688433, 40.688679, 40.688928, 40.689176, 40.690353, 40.690598, 40.69028, 40.68776, 40.687804, 40.688042, 40.686051)))",36081011000,2
36081011500,"Census Tract 115, Queens County, New York",2727,0.6809999999999999,54510,0.575,"list(list(c(-73.911779, -73.912895, -73.91431, -73.9148, -73.915395, -73.916388, -73.917077, -73.914548, -73.913758, -73.912383, -73.911694, -73.910698, -73.910261, -73.909617, -73.911532, -73.911779, 40.773595, 40.772685, 40.771523, 40.771869, 40.77229, 40.772988, 40.773475, 40.775548, 40.776192, 40.77731, 40.776833, 40.776132, 40.77583, 40.775366, 40.773798, 40.773595)))",36081011500,2
36081012601,"Census Tract 126.01, Queens County, New York",2712,0.21899999999999997,54805,0.225,"list(list(c(-73.838419, -73.838707, -73.838977, -73.839247, -73.839415, -73.838385, -73.839634, -73.839483, -73.838718, -73.837952, -73.837167, -73.835982, -73.834839, -73.835784, -73.836665, -73.837544, -73.838419, 40.691114, 40.691033, 40.691687, 40.692339, 40.69275, 40.693048, 40.695535, 40.695582, 40.695881, 40.696333, 40.696866, 40.694416, 40.692136, 40.691864, 40.691614, 40.691364, 40.691114)))",36081012601,2
36081014202,"Census Tract 142.02, Queens County, New York",2627,0.324,49496,0.40700000000000003,"list(list(c(-73.82198, -73.822459, -73.821478, -73.820536, -73.81686, -73.816288, -73.815564, -73.815469, -73.815292, -73.814865, -73.814454, -73.814358, -73.814144, -73.813659, -73.813967, -73.815339, -73.816193, -73.81703, -73.817882, -73.8189, -73.819496, -73.819932, -73.820853, -73.821092, -73.82285, -73.82375, -73.824795, -73.825902, -73.826811, -73.827528, -73.826839, -73.82631, -73.825447, -73.825024, -73.824536, -73.824046, -73.823704, -73.822992, -73.82213, -73.82125, -73.822491, -73.822275, 
-73.82198, 40.701891, 40.703656, 40.703416, 40.703227, 40.702444, 40.702453, 40.700944, 40.700649, 40.700313, 40.699462, 40.698615, 40.698336, 40.697931, 40.697133, 40.697194, 40.696866, 40.696623, 40.696386, 40.696142, 40.695858, 40.695772, 40.695606, 40.695346, 40.695825, 40.695323, 40.695069, 40.694773, 40.694589, 40.696453, 40.697918, 40.698115, 40.698258, 40.698501, 40.698624, 40.698765, 40.698884, 40.6989, 40.699207, 40.699454, 40.699699, 40.701795, 40.701792, 40.701891)))",36081014202,3
36081014300,"Census Tract 143, Queens County, New York",3998,0.748,53208,0.434,"list(list(c(-73.90929, -73.908492, -73.910505, -73.911305, -73.912103, -73.9129, -73.913701, -73.914499, -73.91194, -73.910929, -73.911681, -73.910886, -73.910088, -73.90929, 40.766828, 40.766452, 40.763979, 40.764354, 40.76473, 40.765103, 40.76548, 40.765856, 40.76901, 40.768848, 40.767963, 40.76758, 40.767204, 40.766828)))",36081014300,2
36081014900,"Census Tract 149, Queens County, New York",2178,0.835,47782,0.648,"list(list(c(-73.914992, -73.914784, -73.914194, -73.913397, -73.912599, -73.911799, -73.912097, -73.913897, -73.914682, -73.915493, -73.916294, -73.917089, -73.914992, 40.763892, 40.763793, 40.763516, 40.76314, 40.762766, 40.76239, 40.762022, 40.759818, 40.760187, 40.760568, 40.760945, 40.76132, 40.763892)))",36081014900,5
36081015600,"Census Tract 156, Queens County, New York",3138,0.129,54861,0.409,"list(list(c(-73.819939, -73.820853, -73.821893, -73.822932, -73.82398, -73.825011, -73.825988, -73.824961, -73.823914, -73.822873, -73.821833, -73.820922, -73.820041, -73.819161, -73.81832, -73.817814, -73.8173, -73.816988, -73.81621, -73.815228, -73.816075, -73.816926, -73.818187, -73.819061, -73.819939, 40.689394, 40.689134, 40.688838, 40.688543, 40.688245, 40.687952, 40.689946, 40.690247, 40.690544, 40.69084, 40.691135, 40.691394, 40.691644, 40.691893, 40.69215, 40.692343, 40.692439, 40.692524, 
40.692732, 40.690733, 40.690492, 40.69025, 40.689892, 40.689642, 40.689394)))",36081015600,2
36081015801,"Census Tract 158.01, Queens County, New York",3284,0.11900000000000001,48125,0.2,"list(list(c(-73.816075, -73.815228, -73.814384, -73.813514, -73.813098, -73.812718, -73.811863, -73.810988, -73.810703, -73.808992, -73.808798, -73.80833, -73.807858, -73.808258, -73.809169, -73.810025, -73.810862, -73.811645, -73.812488, -73.813461, -73.814131, -73.814974, -73.81635, -73.816673, -73.816926, -73.816075, 40.690492, 40.690733, 40.690972, 40.691192, 40.691306, 40.691408, 40.69163, 40.691855, 40.691929, 40.689134, 40.688745, 40.687937, 40.687123, 40.686963, 40.686652, 40.68636, 40.686025, 
40.685656, 40.687441, 40.687412, 40.68694, 40.686695, 40.689272, 40.689747, 40.69025, 40.690492)))",36081015801,2
36081018101,"Census Tract 181.01, Queens County, New York",4378,0.584,41121,0.474,"list(list(c(-73.923739, -73.924664, -73.925588, -73.92529, -73.924845, -73.92451, -73.923581, -73.922653, -73.922989, -73.923338, -73.92339, -73.923739, 40.741692, 40.7418, 40.741908, 40.743963, 40.745653, 40.747321, 40.747214, 40.747107, 40.745438, 40.7437, 40.743441, 40.741692)))",36081018101,4
36081018200,"Census Tract 182, Queens County, New York",2024,0.031,51000,0.22399999999999998,"list(list(c(-73.795109, -73.794726, -73.795705, -73.797922, -73.798365, -73.79893, -73.799848, -73.800632, -73.801216, -73.801643, -73.802653, -73.80323, -73.802621, -73.80229, -73.801428, -73.800562, -73.799702, -73.798832, -73.798215, -73.797535, -73.79727, -73.796923, -73.795935, -73.79547, -73.795109, 40.674808, 40.673761, 40.67385, 40.67405, 40.674087, 40.67414, 40.674225, 40.674307, 40.674344, 40.674347, 40.676402, 40.677681, 40.67785, 40.677943, 40.67819, 40.678436, 40.678683, 40.678921, 40.679097, 
40.677739, 40.677195, 40.67649, 40.676597, 40.675596, 40.674808)))",36081018200,2
36081019600,"Census Tract 196, Queens County, New York",2393,0.042,55114,0.321,"list(list(c(-73.802787, -73.803865, -73.80415, -73.80447, -73.805046, -73.804428, -73.803565, -73.803232, -73.802665, -73.800864, -73.800212, -73.798823, -73.798277, -73.798031, -73.797794, -73.797601, -73.797333, -73.797153, -73.796767, -73.796647, -73.796101, -73.795615, -73.796629, -73.797461, -73.798286, -73.799135, -73.799873, -73.80057, -73.80127, -73.801936, -73.802787, 40.687529, 40.688466, 40.688388, 40.688584, 40.688982, 40.689509, 40.690242, 40.690019, 40.689632, 40.690987, 40.691482, 
40.69248, 40.691934, 40.691621, 40.691281, 40.691002, 40.690628, 40.690406, 40.689967, 40.68985, 40.689282, 40.688657, 40.688221, 40.687872, 40.687524, 40.687182, 40.687723, 40.688198, 40.688676, 40.688174, 40.687529)))",36081019600,3
36081019900,"Census Tract 199, Queens County, New York",1132,0.309,52852,0.24100000000000002,"list(list(c(-73.923543, -73.923238, -73.922939, -73.922726, -73.922854, -73.923635, -73.924772, -73.925244, -73.925776, -73.926211, -73.926517, -73.927697, -73.928414, -73.92882, -73.929223, -73.929428, -73.931485, -73.9319, -73.932296, -73.934206, -73.937339, -73.939855, -73.93992, -73.939977, -73.940003, -73.940073, -73.940435, -73.940734, -73.942361, -73.946367, -73.946832, -73.947064, -73.945738, -73.944237, -73.943009, -73.94264, -73.942704, -73.942686, -73.942396, -73.942153, -73.941446, -73.939654, 
-73.938697, -73.938654, -73.938629, -73.938199, -73.938019, -73.937651, -73.936722, -73.93579, -73.934868, -73.933937, -73.933012, -73.932082, -73.931155, -73.930227, -73.930597, -73.931102, -73.930688, -73.930237, -73.929946, -73.930814, -73.931305, -73.931444, -73.931614, -73.927116, -73.925851, -73.924492, -73.924039, -73.923543, 40.734757, 40.734566, 40.73441, 40.734356, 40.734298, 40.73372, 40.732833, 40.732442, 40.731771, 40.731135, 40.730587, 40.72917, 40.728364, 40.728009, 40.727849, 40.727878, 
40.728346, 40.72844, 40.728528, 40.728951, 40.72992, 40.731847, 40.731918, 40.732052, 40.732114, 40.732233, 40.732886, 40.733425, 40.735564, 40.737256, 40.737437, 40.737516, 40.737962, 40.738442, 40.738877, 40.739038, 40.739105, 40.73914, 40.739059, 40.73908, 40.739269, 40.738509, 40.738141, 40.738309, 40.738458, 40.740543, 40.741455, 40.743305, 40.743195, 40.743085, 40.742983, 40.742874, 40.742767, 40.742659, 40.742553, 40.742446, 40.740598, 40.73807, 40.737875, 40.737674, 40.737536, 40.737152, 
40.736951, 40.736895, 40.736826, 40.735912, 40.735645, 40.735393, 40.735113, 40.734757)))",36081019900,6
36081020400,"Census Tract 204, Queens County, New York",1960,0.07,39286,0.299,"list(list(c(-73.800532, -73.801076, -73.801196, -73.802074, -73.802959, -73.803818, -73.804688, -73.805559, -73.806425, -73.80724, -73.808036, -73.808902, -73.808013, -73.807851, -73.807527, -73.807129, -73.806866, -73.806243, -73.805356, -73.805048, -73.80449, -73.804226, -73.803608, -73.803532, -73.802367, -73.801053, -73.800467, -73.799518, -73.799403, -73.797757, -73.797862, -73.798546, -73.798827, -73.799182, -73.799859, -73.800532, 40.695857, 40.69543, 40.695337, 40.6946, 40.693817, 40.69308, 
40.692346, 40.691609, 40.690874, 40.691432, 40.691983, 40.692564, 40.693296, 40.693425, 40.693687, 40.694014, 40.694228, 40.694741, 40.69546, 40.695872, 40.696169, 40.696382, 40.696905, 40.696968, 40.697874, 40.698419, 40.698749, 40.699172, 40.699328, 40.698262, 40.697993, 40.697467, 40.697205, 40.696871, 40.696347, 40.695857)))",36081020400,2
36081024000,"Census Tract 240, Queens County, New York",5424,0.107,37184,0.248,"list(list(c(-73.807061, -73.805648, -73.803572, -73.802655, -73.801657, -73.80111, -73.800201, -73.79992, -73.801897, -73.80242, -73.803303, -73.804129, -73.804442, -73.805515, -73.806336, -73.806812, -73.806992, -73.807931, -73.808874, -73.809049, -73.809954, -73.810832, -73.811529, -73.811632, -73.810578, -73.809693, -73.809229, -73.808788, -73.807584, -73.807061, 40.704288, 40.704672, 40.705233, 40.70548, 40.705761, 40.704848, 40.703341, 40.702474, 40.701969, 40.701786, 40.701639, 40.70146, 40.702132, 
40.701881, 40.701796, 40.70179, 40.701788, 40.701776, 40.701815, 40.701836, 40.701994, 40.702145, 40.702273, 40.703052, 40.703338, 40.703578, 40.703704, 40.703822, 40.704146, 40.704288)))",36081024000,2
36081025100,"Census Tract 251, Queens County, New York",6204,0.62,55514,0.397,"list(list(c(-73.912353, -73.91231, -73.91212, -73.91193, -73.911801, -73.91173, -73.911642, -73.910159, -73.910172, -73.909919, -73.909554, -73.908847, -73.908117, -73.907262, -73.906419, -73.906613, -73.906805, -73.906936, -73.907159, -73.907329, -73.907506, -73.908304, -73.909247, -73.910159, -73.911045, -73.911941, -73.911509, -73.911247, -73.912131, -73.912449, -73.912353, 40.74632, 40.746496, 40.747295, 40.747988, 40.748276, 40.748435, 40.748685, 40.748502, 40.748227, 40.747764, 40.747395, 40.746775, 
40.746186, 40.745887, 40.745635, 40.745393, 40.744659, 40.744126, 40.743218, 40.742515, 40.741862, 40.741961, 40.742066, 40.742172, 40.742275, 40.742383, 40.744471, 40.745784, 40.745887, 40.74592, 40.74632)))",36081025100,2
36081025301,"Census Tract 253.01, Queens County, New York",4257,0.619,44000,0.508,"list(list(c(-73.914804, -73.914837, -73.915029, -73.915021, -73.915944, -73.91686, -73.917786, -73.91873, -73.91881, -73.918349, -73.918014, -73.917086, -73.916158, -73.915605, -73.915232, -73.914303, -73.914637, -73.914804, 40.743618, 40.743455, 40.742756, 40.742553, 40.742686, 40.742841, 40.742893, 40.742991, 40.743136, 40.744901, 40.746568, 40.74646, 40.746355, 40.74629, 40.746246, 40.746138, 40.744472, 40.743618)))",36081025301,2
36081025400,"Census Tract 254, Queens County, New York",8214,0.032,26644,0.22899999999999998,"list(list(c(-73.801196, -73.801076, -73.800532, -73.799859, -73.799182, -73.798827, -73.798546, -73.797862, -73.797757, -73.797295, -73.796704, -73.795722, -73.794633, -73.793577, -73.792844, -73.792605, -73.791944, -73.791869, -73.792368, -73.792259, -73.79217, -73.792045, -73.791928, -73.791802, -73.791156, -73.790764, -73.790498, -73.790268, -73.789539, -73.789028, -73.788717, -73.788387, -73.787624, -73.786901, -73.787821, -73.788312, -73.789163, -73.78964, -73.790428, -73.791247, -73.792163, 
-73.791005, -73.79213, -73.792893, -73.793635, -73.794343, -73.79516, -73.795984, -73.79643, -73.797213, -73.797805, -73.798031, -73.798277, -73.798823, -73.799239, -73.799437, -73.799748, -73.800188, -73.800514, -73.800681, -73.800837, -73.800936, -73.801196, 40.695337, 40.69543, 40.695857, 40.696347, 40.696871, 40.697205, 40.697467, 40.697993, 40.698262, 40.698458, 40.698749, 40.699015, 40.699557, 40.699756, 40.700244, 40.700432, 40.701272, 40.701366, 40.702121, 40.70217, 40.702198, 40.702223, 
40.702232, 40.702227, 40.702294, 40.701982, 40.701791, 40.701561, 40.700822, 40.700328, 40.700033, 40.69972, 40.698999, 40.698386, 40.69801, 40.697805, 40.697448, 40.697246, 40.696912, 40.696565, 40.69618, 40.694595, 40.694116, 40.693821, 40.693471, 40.693178, 40.692831, 40.692483, 40.692297, 40.691963, 40.691715, 40.691621, 40.691934, 40.69248, 40.692866, 40.693051, 40.693348, 40.693589, 40.693768, 40.693862, 40.694208, 40.694425, 40.695337)))",36081025400,2
36081026100,"Census Tract 261, Queens County, New York",7288,0.38799999999999996,46161,0.348,"list(list(c(-73.898336, -73.898616, -73.898914, -73.900029, -73.90092, -73.901193, -73.902242, -73.902626, -73.903255, -73.903687, -73.903389, -73.903166, -73.902677, -73.902462, -73.901657, -73.901063, -73.900051, -73.899646, -73.899228, -73.898477, -73.897577, -73.897917, -73.898336, 40.747561, 40.746937, 40.746196, 40.743762, 40.744077, 40.744186, 40.74453, 40.744633, 40.744797, 40.744914, 40.745595, 40.746096, 40.74719, 40.747678, 40.749465, 40.750783, 40.750353, 40.750176, 40.750003, 40.749679, 
40.7493, 40.748494, 40.747561)))",36081026100,2
36081026300,"Census Tract 263, Queens County, New York",5840,0.35100000000000003,43176,0.40700000000000003,"list(list(c(-73.894651, -73.895005, -73.895584, -73.895912, -73.896541, -73.897295, -73.897536, -73.89813, -73.899074, -73.900029, -73.898914, -73.898616, -73.898336, -73.897917, -73.897577, -73.896898, -73.896454, -73.896168, -73.896057, -73.895441, -73.894832, -73.894749, -73.894651, 40.744765, 40.74428, 40.743783, 40.743462, 40.742883, 40.743064, 40.743122, 40.743258, 40.743487, 40.743762, 40.746196, 40.746937, 40.747561, 40.748494, 40.7493, 40.749005, 40.748835, 40.748701, 40.748523, 40.747592, 
40.746481, 40.745659, 40.744765)))",36081026300,2
36081026400,"Census Tract 264, Queens County, New York",1906,0.036000000000000004,44894,0.27399999999999997,"list(list(c(-73.784078, -73.783767, -73.783581, -73.783266, -73.784099, -73.784792, -73.785805, -73.786439, -73.787485, -73.788418, -73.789073, -73.789377, -73.789796, -73.788704, -73.787783, -73.788172, -73.788931, -73.788103, -73.787312, -73.786758, -73.785901, -73.785671, -73.783933, -73.782771, -73.78211, -73.781464, -73.782021, -73.782836, -73.783656, -73.784494, -73.785299, -73.785026, -73.78442, -73.784078, 40.691192, 40.690734, 40.690459, 40.689994, 40.689648, 40.689362, 40.688997, 40.688782, 
40.689418, 40.690001, 40.690386, 40.690413, 40.69096, 40.691431, 40.691819, 40.692356, 40.693398, 40.693733, 40.69406, 40.694302, 40.694655, 40.694746, 40.695494, 40.695995, 40.695237, 40.69447, 40.694236, 40.693897, 40.693553, 40.693199, 40.692857, 40.692481, 40.69169, 40.691192)))",36081026400,2
