LICENSE_NBR,STATUS,CREATE_DATE,EXPIRATION_DATE,INDUSTRY,BUSINESS_NAME,address,BORO,Year,Year2,lon,lat,census_code,census_tract
2019821-2-DCA,Inactive,2015-03-20T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,MAKKI DELI & GROCERY INC,440 E 9TH ST NEW YORK NY 10009,MANHATTAN,2015,2016,-73.9831177,40.7273006,360610032001000,36061003200
2019775-2-DCA,Inactive,2015-03-20T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,D & J GROCERY AND CONVENIENCE INC,59 NASSAU ST NEW YORK NY 10038,MANHATTAN,2015,2016,-74.0088627,40.7092384,360610015021001,36061001502
2019981-2-DCA,Inactive,2015-03-25T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,Savory Deli & Grocery Inc,1840 AMSTERDAM AVE NEW YORK NY 10031,MANHATTAN,2015,2016,-73.945038,40.829229,360610237001000,36061023700
2019986-2-DCA,Inactive,2015-03-25T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,Faiz Deli Grocery LLC,1993 LEXINGTON AVE NEW YORK NY 10035,MANHATTAN,2015,2016,-73.93880639999999,40.8019894,360610196002000,36061019600
2020048-2-DCA,Inactive,2015-03-26T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,Litecoast LLC,332 GRAND ST NEW YORK NY 10002,MANHATTAN,2015,2016,-73.9900949,40.7171631,360610018001002,36061001800
2020193-2-DCA,Inactive,2015-03-31T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,MD WEST SIDE GOURMET CORP,2528 BROADWAY NEW YORK NY 10025,MANHATTAN,2015,2016,-73.9719843,40.7934623,360610183007001,36061018300
2020427-2-DCA,Inactive,2015-04-02T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,KASADURO DELI AND GROCERY INC,123 AVENUE A NEW YORK NY 10009,MANHATTAN,2015,2016,-73.9834391,40.7266126,360610032001001,36061003200
2021518-2-DCA,Active,2015-04-22T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,PORT AUTHORITY CONVENIENCE INC,531 9TH AVE NEW YORK NY 10018,MANHATTAN,2015,2016,-73.994039,40.7569698,360610115002004,36061011500
2021672-2-DCA,Inactive,2015-04-24T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,MAGD DELI CORP,3440 BROADWAY NEW YORK NY 10031,MANHATTAN,2015,2016,-73.9522616,40.8232571,360610225003001,36061022500
2021678-2-DCA,Inactive,2015-04-24T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,FIRST AVE LEE'S MARKET,1797 1ST AVE NEW YORK NY 10128,MANHATTAN,2015,2016,-73.946223,40.7816229,360610154002000,36061015400
2021693-2-DCA,Inactive,2015-04-27T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,579 ISLAND MARKET INC,579 MAIN ST NEW YORK NY 10044,MANHATTAN,2015,2016,-73.9495558,40.7626516,360610238011009,36061023801
2021736-2-DCA,Inactive,2015-04-27T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,1520 GREENLAND DELI CORP,1520 AMSTERDAM AVE NEW YORK NY 10031,MANHATTAN,2015,2016,-73.9523978,40.8192064,360610223012002,36061022301
2022089-2-DCA,Inactive,2015-05-04T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,CHERRY GOURMET DELI AND GROCERY INC,1575 LEXINGTON AVE NEW YORK NY 10029,MANHATTAN,2015,2016,-73.9484502,40.7888244,360610166003000,36061016600
2022482-2-DCA,Inactive,2015-05-11T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,DON MARTO MINIMARKET CORP,2143 AMSTERDAM AVE NEW YORK NY 10032,MANHATTAN,2015,2016,-73.93747470000001,40.8386483,360610249001004,36061024900
2022805-2-DCA,Inactive,2015-05-14T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,ST NICHOLAS FOOD INC,285 SAINT NICHOLAS AVE NEW YORK NY 10027,MANHATTAN,2015,2016,-73.9531497,40.8104681,360610209011002,36061020901
2022961-2-DCA,Inactive,2015-05-18T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,JOKER SMOKE SHOP CORP,174 E 103RD ST NEW YORK NY 10029,MANHATTAN,2015,2016,-73.9465185,40.7897434,360610166002000,36061016600
2023436-2-DCA,Inactive,2015-05-28T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,NUEVO DIA FRUITS PLUS CORP.,122 E 116TH ST NEW YORK NY 10029,MANHATTAN,2015,2016,-73.94229659999999,40.798592,360610182001001,36061018200
2023577-2-DCA,Inactive,2015-06-01T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,ST. PHILOPATER MARCURIUS INC,856 AMSTERDAM AVE NEW YORK NY 10025,MANHATTAN,2015,2016,-73.9678397,40.79784790000001,360610187005000,36061018700
2023632-2-DCA,Inactive,2015-06-01T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,"7-ELEVEN, INC.",600 COLUMBUS AVE NEW YORK NY 10024,MANHATTAN,2015,2016,-73.9708258,40.7887968,360610173003000,36061017300
2023816-2-DCA,Inactive,2015-06-03T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,1418 GROCERY & CANDY CORP,1418 SAINT NICHOLAS AVE NEW YORK NY 10033,MANHATTAN,2015,2016,-73.9335871,40.8489932,360610269004002,36061026900
2023892-2-DCA,Inactive,2015-06-04T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,1544 MADISON DELI CORP.,1544 MADISON AVE NEW YORK NY 10029,MANHATTAN,2015,2016,-73.9504382,40.792743,360610168003001,36061016800
2023962-2-DCA,Active,2015-06-05T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,26 TOBACCO SHOP CORP,26 AVENUE C NEW YORK NY 10009,MANHATTAN,2015,2016,-73.9806313,40.7213576,360610022021000,36061002202
2024032-2-DCA,Inactive,2015-06-08T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,STOP AND SHOP II CORP.,3866 10TH AVE NEW YORK NY 10034,MANHATTAN,2015,2016,-73.91927849999999,40.8643663,360610293002000,36061029300
2024103-2-DCA,Inactive,2015-06-09T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,NATURAL HIGH POINT MARKET INC,1716 2ND AVE NEW YORK NY 10128,MANHATTAN,2015,2016,-73.9499501,40.7797754,360610154006000,36061015400
2024500-2-DCA,Inactive,2015-06-17T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,FRESH GRILL DELI INC,2121 FREDERICK DOUGLASS BLVD NEW YORK NY 10026,MANHATTAN,2015,2016,-73.9562682,40.8036192,360610201022001,36061020102
2024629-2-DCA,Inactive,2015-06-19T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,J.B. GROCERY CORP.,51 THAYER ST NEW YORK NY 10040,MANHATTAN,2015,2016,-73.92657400000002,40.8630497,360610285001000,36061028500
2024805-2-DCA,Inactive,2015-06-24T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,JACOB SHOP INC,85 PITT ST NEW YORK NY 10002,MANHATTAN,2015,2016,-73.9825668,40.7186113,360610022012000,36061002201
2025539-2-DCA,Inactive,2015-07-10T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,1 AZEEZ DELI CORP,1220 SAINT NICHOLAS AVE NEW YORK NY 10032,MANHATTAN,2015,2016,-73.9381916,40.8429191,360610253002001,36061025300
2025758-2-DCA,Inactive,2015-07-16T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,CITY DELI CORP I,1588 AMSTERDAM AVE NEW YORK NY 10031,MANHATTAN,2015,2016,-73.9507996,40.8212584,360610225005001,36061022500
2025992-2-DCA,Inactive,2015-07-22T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,WORLD CLASS DELI AND GRILL ORGANIC PLUS CORP.,5025 BROADWAY NEW YORK NY 10034,MANHATTAN,2015,2016,-73.9165478,40.8697291,360610303003003,36061030300
2026083-2-DCA,Inactive,2015-07-24T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,AMYDIYA ENTERPRISES INC.,520 3RD AVE NEW YORK NY 10016,MANHATTAN,2015,2016,-73.9779373,40.746379,360610072007000,36061007200
2026477-2-DCA,Inactive,2015-08-03T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,STOP & GO CONVENIENCE INC,1739 AMSTERDAM AVE NEW YORK NY 10031,MANHATTAN,2015,2016,-73.9467511,40.82590320000001,360610231002003,36061023100
2026587-2-DCA,Inactive,2015-08-04T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,"Beverages and Beyond Distributers, LLC",605 W 48TH ST NEW YORK NY 10036,MANHATTAN,2015,2016,-73.9959959,40.765084,360610129001004,36061012900
2026586-2-DCA,Inactive,2015-08-04T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,"Beverages and Beyond Distributers, LLC",637 W 50TH ST NEW YORK NY 10019,MANHATTAN,2015,2016,-73.99621499999999,40.766805,360610135002006,36061013500
2026557-2-DCA,Inactive,2015-08-04T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,Freedom Grocery & Tobacco Inc,179A CHURCH ST NEW YORK NY 10007,MANHATTAN,2015,2016,-74.0071689,40.7156666,360610033001009,36061003300
2026643-2-DCA,Inactive,2015-08-06T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,MWDBC Store 6 LLC,4084 BROADWAY NEW YORK NY 10032,MANHATTAN,2015,2016,-73.938462,40.84400979999999,360610253004000,36061025300
2027021-2-DCA,Inactive,2015-08-13T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,ALZEER DELI AND GROCERY CORP,418 LENOX AVE NEW YORK NY 10037,MANHATTAN,2015,2016,-73.94253979999999,40.8113571,360610208001001,36061020800
2027475-2-DCA,Inactive,2015-08-25T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,DAWN TO DUSK CONVENIENCE AND SMOKE INC,401 E 57TH ST NEW YORK NY 10022,MANHATTAN,2015,2016,-73.9626049,40.7584227,360610106012000,36061010601
2028107-2-DCA,Inactive,2015-09-04T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,NAGLE DELI SMOKE SHOP & CONVENIENCE STORE LLC,126 NAGLE AVE NEW YORK NY 10040,MANHATTAN,2015,2016,-73.9264714,40.8612097,360610285001001,36061028500
2028110-2-DCA,Inactive,2015-09-04T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,MAT GROCERY INC,1862 LEXINGTON AVE NEW YORK NY 10029,MANHATTAN,2015,2016,-73.9421588,40.79826389999999,360610182001001,36061018200
2028235-2-DCA,Inactive,2015-09-10T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,"JC 32ND ST. DELI, INC.",138 W 32ND ST NEW YORK NY 10001,MANHATTAN,2015,2016,-73.9903145,40.7490239,360610101001007,36061010100
2028280-2-DCA,Inactive,2015-09-11T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,FUNFAIR DELI CORP,537 LENOX AVE NEW YORK NY 10037,MANHATTAN,2015,2016,-73.940152,40.8156565,360610228001000,36061022800
2028277-2-DCA,Inactive,2015-09-11T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,141 FANCY DELI CORP,332 W 141ST ST NEW YORK NY 10030,MANHATTAN,2015,2016,-73.9457941,40.8210448,360610221021001,36061022102
2028509-2-DCA,Inactive,2015-09-17T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,ALEGRIA DELI GROCERY INC.,112 NAGLE AVE NEW YORK NY 10040,MANHATTAN,2015,2016,-73.9270955,40.8610542,360610285002000,36061028500
2028662-2-DCA,Inactive,2015-09-21T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,"Beverages and Beyond Distributers, LLC",431 W 16TH ST NEW YORK NY 10011,MANHATTAN,2015,2016,-74.00571599999999,40.74307,360610083003001,36061008300
2028657-2-DCA,Inactive,2015-09-21T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,SHAM'S GROCERY CORP,132 E 125TH ST NEW YORK NY 10035,MANHATTAN,2015,2016,-73.937823,40.8043508,360610196003002,36061019600
2028850-2-DCA,Inactive,2015-09-25T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,"Beverages and Beyond Distributers, LLC",621 W 46TH ST NEW YORK NY 10036,MANHATTAN,2015,2016,-73.99755689999999,40.7640706,360610129001002,36061012900
2029228-2-DCA,Inactive,2015-10-06T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,MR. MOE'S DELI INC,2001 3RD AVE NEW YORK NY 10029,MANHATTAN,2015,2016,-73.942664,40.7939398,360610180003002,36061018000
2029423-2-DCA,Inactive,2015-10-13T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,HABIBY DELI INC,100 E 116TH ST NEW YORK NY 10029,MANHATTAN,2015,2016,-73.94315499999999,40.798953,360610182001001,36061018200
2029426-2-DCA,Inactive,2015-10-13T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,S&M GROCERY STORE INC,449 W 206TH ST NEW YORK NY 10034,MANHATTAN,2015,2016,-73.91902449999999,40.8637973,360610299002010,36061029900
2029407-2-DCA,Inactive,2015-10-13T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,SECOND AND THIRD DELI GROCERY CORP,237 E 115TH ST NEW YORK NY 10029,MANHATTAN,2015,2016,-73.9388524,40.7967905,360610188003001,36061018800
2029422-2-DCA,Inactive,2015-10-13T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,ALYAMAMAH GROCERY INC,1753 AMSTERDAM AVE NEW YORK NY 10031,MANHATTAN,2015,2016,-73.946421,40.826296,360610231002003,36061023100
2029913-2-DCA,Inactive,2015-10-28T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,SPEEDWAY LLC,505 W 45TH ST NEW YORK NY 10036,MANHATTAN,2015,2016,-73.9943992,40.7618187,360610129002000,36061012900
2029959-2-DCA,Inactive,2015-10-29T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,SPEEDWAY LLC,120 W 145TH ST NEW YORK NY 10039,MANHATTAN,2015,2016,-73.9362068,40.8204307,360610236004001,36061023600
2029958-2-DCA,Inactive,2015-10-29T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,"7-ELEVEN, INC.",801 AMSTERDAM AVE NEW YORK NY 10025,MANHATTAN,2015,2016,-73.9686316,40.7959946,360610185002000,36061018500
2029948-2-DCA,Inactive,2015-10-29T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,2259 HARLEM FRESH MARKET CORP,2259 ADAM CLAYTON POWELL JR BLVD NEW YORK NY 10027,MANHATTAN,2015,2016,-73.9442713,40.8137552,360610226001001,36061022600
2030077-2-DCA,Inactive,2015-11-02T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,"East Village Tobacco And Variety Shop, Inc",350 E 9TH ST NEW YORK NY 10003,MANHATTAN,2015,2016,-73.98536949999999,40.7282872,360610038007000,36061003800
2030273-2-DCA,Inactive,2015-11-09T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,ROCKWELL COFFEE SHOP INC,105 BROAD ST NEW YORK NY 10004,MANHATTAN,2015,2016,-74.01135219999999,40.7031876,360610009001016,36061000900
2030715-2-DCA,Inactive,2015-11-23T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,TUMBLR SNACK SHOP CORP,1281 SAINT NICHOLAS AVE NEW YORK NY 10033,MANHATTAN,2015,2016,-73.9370866,40.8450389,360610263003001,36061026300
2030880-2-DCA,Inactive,2015-11-27T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,"2ND AVENUE MARKETPLACE, INC",343 2ND AVE NEW YORK NY 10003,MANHATTAN,2015,2016,-73.9825421,40.736006,360610064003000,36061006400
2030864-2-DCA,Inactive,2015-11-27T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,LH DELI CORP,552 7TH AVE NEW YORK NY 10018,MANHATTAN,2015,2016,-73.9883954,40.7546322,360610113001004,36061011300
2031076-2-DCA,Inactive,2015-12-04T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,GROTTA AZZURRA IMPORTS INC,177 MULBERRY ST NEW YORK NY 10013,MANHATTAN,2015,2016,-73.997079,40.7202466,360610041005000,36061004100
2031998-2-DCA,Inactive,2015-12-31T00:00:00Z,2016-12-31T00:00:00Z,Cigarette Retail Dealer,SWEET AND SALT INC,167 W 33RD ST NEW YORK NY 10001,MANHATTAN,2015,2016,-73.9905218,40.7503102,360610101001001,36061010100
2016985-1-DCA,Active,2015-01-02T00:00:00Z,2017-12-31T00:00:00Z,Cigarette Retail Dealer,T AND M DELI FOOD CORP.,71 CABRINI BLVD NEW YORK NY 10033,MANHATTAN,2015,2017,-73.9403622,40.85064120000001,360610265001000,36061026500
2017009-1-DCA,Active,2015-01-05T00:00:00Z,2017-12-31T00:00:00Z,Cigarette Retail Dealer,EAST HARLEM GROCERY CORP,85 E 110TH ST NEW YORK NY 10029,MANHATTAN,2015,2017,-73.9462345,40.7957881,360610174021004,36061017402
2017011-1-DCA,Active,2015-01-05T00:00:00Z,2017-12-31T00:00:00Z,Cigarette Retail Dealer,ALI 2023 DELI & GROCERY LLC,2023 7TH AVE NEW YORK NY 10027,MANHATTAN,2015,2017,-73.949687,40.806423,360610220001000,36061022000
2017044-1-DCA,Active,2015-01-05T00:00:00Z,2017-12-31T00:00:00Z,Cigarette Retail Dealer,N NEWS LLC,N/E/C PARK PLACE NEW YORK NY 10007,MANHATTAN,2015,2017,-74.00954829999999,40.7134016,360610021001006,36061002100
2017048-1-DCA,Active,2015-01-05T00:00:00Z,2017-12-31T00:00:00Z,Cigarette Retail Dealer,REY'S GROCERY DELI COPP,288 AUDUBON AVE NEW YORK NY 10033,MANHATTAN,2015,2017,-73.9332112,40.8478733,360610261004001,36061026100
2017062-1-DCA,Active,2015-01-06T00:00:00Z,2017-12-31T00:00:00Z,Cigarette Retail Dealer,AVENUE A DELI & FOOD INC.,24 AVENUE A NEW YORK NY 10009,MANHATTAN,2015,2017,-73.9854943,40.723075,360610030021000,36061003002
2017079-1-DCA,Active,2015-01-06T00:00:00Z,2017-12-31T00:00:00Z,Cigarette Retail Dealer,PINK BLUE MALL INC.,1364 LEXINGTON AVE NEW YORK NY 10128,MANHATTAN,2015,2017,-73.95374249999999,40.7823369,360610148024000,36061014802
2017904-1-DCA,Active,2015-02-03T00:00:00Z,2017-12-31T00:00:00Z,Cigarette Retail Dealer,STOP ONE FOOD MARKET INC,748 10TH AVE NEW YORK NY 10019,MANHATTAN,2015,2017,-73.9911594,40.7651165,360610133003001,36061013300
2018840-2-DCA,Active,2015-03-02T00:00:00Z,2017-12-31T00:00:00Z,Cigarette Retail Dealer,"YANG, KIN PENG",NULL GRAND STREET NEW YORK NY 10013,MANHATTAN,2015,2017,-74.00055309999999,40.7207944,360610045001003,36061004500
2019646-2-DCA,Active,2015-03-18T00:00:00Z,2017-12-31T00:00:00Z,Cigarette Retail Dealer,"NABI, CHOUDHURY",S/E/C BROADWAY NEW YORK NY 10019,MANHATTAN,2015,2017,-73.9889094,40.74446469999999,360610058001002,36061005800
2021447-2-DCA,Active,2015-04-21T00:00:00Z,2017-12-31T00:00:00Z,Cigarette Retail Dealer,KEI MAN WONG,NULL 10 AVENUE NEW YORK NY 10019,MANHATTAN,2015,2017,-73.9909457,40.7662969,360610135002001,36061013500
2022373-2-DCA,Active,2015-05-07T00:00:00Z,2017-12-31T00:00:00Z,Cigarette Retail Dealer,"PEROTTI, A. HENRY",N/W/C WEST   23 STREET NEW YORK NY 10010,MANHATTAN,2015,2017,-73.9916599,40.7424106,360610058001008,36061005800
2030655-1-DCA,Active,2015-11-20T00:00:00Z,2017-12-31T00:00:00Z,Cigarette Retail Dealer,"GREENBERG, JOEL",S/E/C WEST   34 STREET NEW YORK NY 10001,MANHATTAN,2015,2017,-73.9946703,40.7527048,360610111001003,36061011100
2017285-2-DCA,Active,2015-01-14T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,A&H CANDY SHOP CORP,31 MALCOLM X BLVD NEW YORK NY 10026,MANHATTAN,2015,2018,-73.9519877,40.79931029999999,360610216001002,36061021600
2017396-2-DCA,Active,2015-01-16T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,AVE D & 8 ST DELI CORP.,113 AVENUE D NEW YORK NY 10009,MANHATTAN,2015,2018,-73.9760958,40.7238609,360610026021000,36061002602
2017509-2-DCA,Active,2015-01-22T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,NK NEWSSTAND INC.,125 MAIDEN LN NEW YORK NY 10038,MANHATTAN,2015,2018,-74.00646309999999,40.7067249,360610015022008,36061001502
2017502-2-DCA,Active,2015-01-22T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,Y & L FAMILY DELI INC.,201 W 14TH ST NEW YORK NY 10011,MANHATTAN,2015,2018,-73.9997455,40.7388429,360610081006000,36061008100
2017593-2-DCA,Active,2015-01-26T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,My Convenience Inc,29 JOHN ST NEW YORK NY 10038,MANHATTAN,2015,2018,-74.0084773,40.70978789999999,360610015021000,36061001502
2017712-2-DCA,Active,2015-01-28T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,"ADEN EXPRESS DELI, INC.",3579 BROADWAY NEW YORK NY 10031,MANHATTAN,2015,2018,-73.94984459999999,40.8277607,360610233001008,36061023300
2017804-2-DCA,Active,2015-01-29T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,MILLENNIUM SMOKE SHOP INC,24 MAIDEN LN NEW YORK NY 10038,MANHATTAN,2015,2018,-74.00906880000001,40.7090774,360610015021008,36061001502
2017917-2-DCA,Active,2015-02-03T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,ZARA SMOKE SHOP,580 8TH AVE NEW YORK NY 10018,MANHATTAN,2015,2018,-73.99119830000001,40.754852,360610113001005,36061011300
2018078-2-DCA,Active,2015-02-09T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,DUANE READE,310 E 2ND ST NEW YORK NY 10009,MANHATTAN,2015,2018,-73.9788739,40.7203341,360610022021000,36061002202
2018072-2-DCA,Active,2015-02-09T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,"HUDSON GROUP (HG) RETAIL, LLC",625 8TH AVE NEW YORK NY 10018,MANHATTAN,2015,2018,-73.9911705,40.7568489,360610115001001,36061011500
2018089-2-DCA,Active,2015-02-09T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,THREE 74 FOOD GROCERY CORP,374 8TH AVE NEW YORK NY 10001,MANHATTAN,2015,2018,-73.99565249999999,40.7487747,360610095002001,36061009500
