GEOID,NAME,totpop,propwhite,medincome,propdegree,geometry,census_tract,count
36047009600,"Census Tract 96, Kings County, New York",5951,-0.8217935750679616,32829,-0.6145607067725254,"list(list(c(-74.007988, -74.006824, -74.004621, -74.002415, -74.002999, -74.003581, -74.004747, -74.00695, -74.009153, -74.007988, 40.647344, 40.648465, 40.647131, 40.645809, 40.645245, 40.644689, 40.643567, 40.644897, 40.646227, 40.647344)))",36047009600,1
36047009800,"Census Tract 98, Kings County, New York",8178,-1.4059185239683727,31961,-0.8300994918197946,"list(list(c(-74.010902, -74.010319, -74.009736, -74.009153, -74.00695, -74.004747, -74.00533, -74.005913, -74.007079, -74.009281, -74.011484, -74.010902, 40.644547, 40.645106, 40.645667, 40.646227, 40.644897, 40.643567, 40.643006, 40.642445, 40.641325, 40.642657, 40.643986, 40.644547)))",36047009800,1
36047010000,"Census Tract 100, Kings County, New York",6312,-1.4969917686894043,33229,-0.0789794833217344,"list(list(c(-74.012649, -74.011484, -74.009281, -74.007079, -74.008242, -74.009409, -74.011611, -74.013814, -74.012649, 40.642866, 40.643986, 40.642657, 40.641325, 40.640205, 40.639085, 40.640416, 40.641745, 40.642866)))",36047010000,1
36047010100,"Census Tract 101, Kings County, New York",4402,-0.6679111960565631,43779,-0.08551096165650052,"list(list(c(-74.003288, -74.002161, -74.000454, -73.99987, -73.998014, -73.997429, -73.995169, -73.998671, -74.000413, -74.002677, -74.004465, -74.003288, 40.658185, 40.659356, 40.661032, 40.661589, 40.660472, 40.661036, 40.659669, 40.656307, 40.654629, 40.65599, 40.657072, 40.658185)))",36047010100,2
36047010200,"Census Tract 102, Kings County, New York",5265,-1.390216240395781,42911,-0.43821079173385025,"list(list(c(-74.015562, -74.01498, -74.013814, -74.011611, -74.009409, -74.011154, -74.01176, -74.013961, -74.016167, -74.015562, 40.640067, 40.640626, 40.641745, 40.640416, 40.639085, 40.637404, 40.636823, 40.638153, 40.639483, 40.640067)))",36047010200,1
36047010600,"Census Tract 106, Kings County, New York",5747,-1.6697168879879132,37531,-0.5100570534162734,"list(list(c(-74.008242, -74.007079, -74.004877, -74.002672, -74.00442, -74.005003, -74.007206, -74.009409, -74.008242, 40.640205, 40.641325, 40.639995, 40.638667, 40.636985, 40.636425, 40.637755, 40.639085, 40.640205)))",36047010600,1
36047010800,"Census Tract 108, Kings County, New York",4267,-1.5849245566959178,32122,-0.5688403584291649,"list(list(c(-74.005913, -74.00533, -74.004747, -74.002545, -74.000341, -74.000925, -74.001508, -74.002091, -74.002672, -74.004877, -74.007079, -74.005913, 40.642445, 40.643006, 40.643567, 40.642236, 40.640905, 40.640346, 40.639785, 40.639225, 40.638667, 40.639995, 40.641325, 40.642445)))",36047010800,1
36047011000,"Census Tract 110, Kings County, New York",2708,-0.9097263630744752,40238,-0.19654609334751783,"list(list(c(-73.995683, -73.995096, -73.993985, -73.989059, -73.990497, -73.991213, -73.991929, -73.994077, -73.996266, -73.995683, 40.645385, 40.645946, 40.647101, 40.644119, 40.643164, 40.642686, 40.642205, 40.643503, 40.644827, 40.645385)))",36047011000,1
36047011200,"Census Tract 112, Kings County, New York",6527,-0.306758673886954,30032,-0.5035255750815077,"list(list(c(-73.998011, -73.997426, -73.996844, -73.996266, -73.994077, -73.991929, -73.992644, -73.994077, -73.994331, -73.994795, -73.99551, -73.996974, -73.999176, -73.998011, 40.643147, 40.643706, 40.644266, 40.644827, 40.643503, 40.642205, 40.641728, 40.64077, 40.6406, 40.640288, 40.63981, 40.640694, 40.642026, 40.643147)))",36047011200,1
36081027500,"Census Tract 275, Queens County, New York",7489,0.12348389600205807,49063,0.07777599671264313,"list(list(c(-73.877247, -73.876315, -73.876668, -73.876998, -73.876068, -73.875139, -73.874809, -73.874455, -73.874085, -73.873701, -73.876252, -73.87648, -73.877247, 40.752568, 40.752666, 40.75461, 40.756439, 40.756536, 40.756634, 40.754806, 40.752859, 40.750823, 40.748717, 40.748439, 40.748416, 40.752568)))",36081027500,1
36081027700,"Census Tract 277, Queens County, New York",7638,-0.014696199436748603,39399,0.23453147674702066,"list(list(c(-73.879789, -73.87793, -73.876998, -73.876668, -73.876315, -73.877247, -73.87648, -73.877416, -73.878406, -73.879104, -73.879789, 40.756147, 40.756339, 40.756439, 40.75461, 40.752666, 40.752568, 40.748416, 40.748319, 40.748216, 40.752373, 40.756147)))",36081027700,1
36081028100,"Census Tract 281, Queens County, New York",4435,0.4783555047426303,47998,0.9987144419146126,"list(list(c(-73.884439, -73.883507, -73.881648, -73.881315, -73.880963, -73.881894, -73.88152, -73.881137, -73.881304, -73.882071, -73.882569, -73.882999, -73.883753, -73.884106, -73.884439, 40.755657, 40.755755, 40.755952, 40.754123, 40.752179, 40.752081, 40.750039, 40.747927, 40.747909, 40.74783, 40.747778, 40.747734, 40.751885, 40.753829, 40.755657)))",36081028100,1
36081029700,"Census Tract 297, Queens County, New York",2128,-0.07750533372711543,55536,0.28678330342514696,"list(list(c(-73.90651, -73.905245, -73.904512, -73.903512, -73.901996, -73.901553, -73.898773, -73.898552, -73.899608, -73.899703, -73.89948, -73.898863, -73.898738, -73.902472, -73.903923, -73.904917, -73.905154, -73.905294, -73.905575, -73.904847, -73.904561, -73.906315, -73.907794, -73.90651, 40.762109, 40.763687, 40.764589, 40.76585, 40.762122, 40.759626, 40.759916, 40.759926, 40.758386, 40.757783, 40.756247, 40.754712, 40.754154, 40.753763, 40.753611, 40.753505, 40.754858, 40.755628, 40.757178, 
40.757255, 40.759485, 40.759844, 40.760518, 40.762109)))",36081029700,2
36081030902,"Census Tract 309.02, Queens County, New York",7894,-0.6647707393420446,46136,0.2671888684208494,"list(list(c(-73.899608, -73.898552, -73.898773, -73.897345, -73.896024, -73.89324, -73.892899, -73.893829, -73.893473, -73.893188, -73.892803, -73.893734, -73.896522, -73.898738, -73.898863, -73.89948, -73.899703, -73.899608, 40.758386, 40.759926, 40.759916, 40.761977, 40.762062, 40.762354, 40.760533, 40.760435, 40.758451, 40.756898, 40.754778, 40.754681, 40.754389, 40.754154, 40.754712, 40.756247, 40.757783, 40.758386)))",36081030902,2
36081032800,"Census Tract 328, Queens County, New York",2376,-1.8644252042880498,58125,-0.007133221639311571,"list(list(c(-73.760315, -73.758008, -73.756108, -73.755657, -73.75456, -73.750772, -73.750862, -73.752788, -73.753772, -73.755262, -73.755925, -73.757631, -73.757317, -73.756437, -73.756464, -73.756362, -73.758572, -73.758596, -73.758738, -73.760315, 40.67511, 40.676081, 40.675955, 40.676157, 40.674651, 40.669796, 40.669651, 40.670366, 40.668721, 40.666395, 40.666388, 40.666451, 40.66704, 40.669666, 40.671684, 40.672429, 40.672637, 40.672748, 40.672881, 40.67511)))",36081032800,1
36081032900,"Census Tract 329, Queens County, New York",4071,-0.7652653542066314,53495,1.1554699219489901,"list(list(c(-73.887552, -73.884604, -73.881858, -73.879073, -73.8787, -73.878983, -73.877973, -73.878954, -73.880818, -73.881748, -73.883607, -73.884536, -73.886397, -73.88673, -73.887064, -73.887552, 40.76635, 40.76699, 40.767471, 40.767836, 40.765761, 40.763885, 40.761795, 40.761984, 40.761807, 40.761705, 40.761511, 40.761414, 40.761216, 40.763053, 40.764873, 40.76635)))",36081032900,1
36081033402,"Census Tract 334.02, Queens County, New York",13061,-1.9586389057236002,45991,0.6329516551677311,"list(list(c(-73.778422, -73.777231, -73.7747, -73.771988, -73.769241, -73.765616, -73.763805, -73.764546, -73.76466, -73.770997, -73.771178, -73.773717, -73.774496, -73.775672, -73.777138, -73.779478, -73.778422, 40.679032, 40.679654, 40.680487, 40.678798, 40.677089, 40.674779, 40.67377, 40.671512, 40.671318, 40.67091, 40.672531, 40.672145, 40.671828, 40.673387, 40.675315, 40.678365, 40.679032)))",36081033402,2
36081034700,"Census Tract 347, Queens County, New York",3394,-1.019642348082617,47614,0.5741683501548395,"list(list(c(-73.887731, -73.884319, -73.877876, -73.876119, -73.876388, -73.875865, -73.875535, -73.875313, -73.874996, -73.876014, -73.876992, -73.877973, -73.878983, -73.8787, -73.879073, -73.881858, -73.884604, -73.887552, -73.887731, 40.766915, 40.767982, 40.771151, 40.771629, 40.769, 40.766052, 40.764231, 40.763008, 40.761264, 40.761444, 40.761621, 40.761795, 40.763885, 40.765761, 40.767836, 40.767471, 40.76699, 40.76635, 40.766915)))",36081034700,1
36081036100,"Census Tract 361, Queens County, New York",2956,-1.3650925866796344,41990,0.03858712670404865,"list(list(c(-73.875535, -73.872684, -73.871773, -73.871355, -73.871076, -73.870747, -73.870414, -73.871324, -73.872219, -73.872552, -73.872884, -73.873252, -73.875313, -73.875535, 40.764231, 40.764532, 40.764625, 40.762332, 40.760806, 40.758983, 40.757132, 40.757036, 40.756943, 40.758792, 40.760615, 40.762657, 40.763008, 40.764231)))",36081036100,2
36047027400,"Census Tract 274, Kings County, New York",3090,-0.4292364857531693,42266,0.49579061013765047,"list(list(c(-73.997171, -73.995983, -73.99537, -73.993343, -73.994597, -73.992394, -73.992975, -73.993557, -73.994137, -73.994719, -73.996922, -73.996338, -73.998313, -73.997171, 40.612215, 40.613388, 40.613996, 40.612772, 40.611571, 40.610241, 40.609683, 40.609123, 40.608564, 40.608005, 40.609335, 40.609894, 40.611084, 40.612215)))",36047027400,1
36047027500,"Census Tract 275, Kings County, New York",4346,-1.6477336909862847,55990,-0.6994699251244799,"list(list(c(-73.941348, -73.938515, -73.93559, -73.935444, -73.9353, -73.935155, -73.935008, -73.940769, -73.940914, -73.941058, -73.941204, -73.941348, 40.685031, 40.685358, 40.685695, 40.684963, 40.684229, 40.683497, 40.682764, 40.6821, 40.682833, 40.683567, 40.6843, 40.685031)))",36047027500,2
36047027600,"Census Tract 276, Kings County, New York",4325,-0.8029508347808517,46194,-0.14429426666939188,"list(list(c(-74.001302, -74.001073, -74.000911, -74.000739, -73.99958, -73.997171, -73.998313, -73.996338, -73.996922, -73.997503, -73.999454, -74.000021, -74.000935, -74.002665, -74.001302, 40.611068, 40.61183, 40.612388, 40.612555, 40.613669, 40.612215, 40.611084, 40.609894, 40.609335, 40.608775, 40.60995, 40.609386, 40.608637, 40.60957, 40.611068)))",36047027600,1
36047027800,"Census Tract 278, Kings County, New York",3418,-0.5611356677629394,47917,0.25412591175131827,"list(list(c(-74.002644, -74.00195, -74.001309, -74.000935, -74.000021, -73.999454, -73.997503, -73.998086, -73.998667, -73.999249, -73.999831, -74.000457, -74.00263, -74.004934, -74.002644, 40.607257, 40.607818, 40.608344, 40.608637, 40.609386, 40.60995, 40.608775, 40.608216, 40.607657, 40.607096, 40.606537, 40.605934, 40.603847, 40.605075, 40.607257)))",36047027800,1
36047028100,"Census Tract 281, Kings County, New York",4882,-1.1326987898052772,25082,-0.8039735784807318,"list(list(c(-73.9431, -73.940265, -73.937342, -73.937195, -73.937049, -73.936905, -73.936758, -73.939681, -73.942516, -73.942662, -73.942951, -73.9431, 40.693823, 40.694148, 40.694485, 40.693752, 40.693021, 40.692288, 40.691556, 40.691219, 40.690892, 40.691624, 40.693091, 40.693823)))",36047028100,1
36047028300,"Census Tract 283, Kings County, New York",4150,-1.4153398941119275,32917,-0.7909106218112003,"list(list(c(-73.943526, -73.937792, -73.937631, -73.937484, -73.937342, -73.940265, -73.9431, -73.943243, -73.943388, -73.943526, 40.696031, 40.69669, 40.695951, 40.695219, 40.694485, 40.694148, 40.693823, 40.694558, 40.695289, 40.696031)))",36047028300,3
36047028600,"Census Tract 286, Kings County, New York",4692,-0.32874187088858237,43828,-0.4773996617424447,"list(list(c(-74.004992, -74.00445, -74.00283, -74.001545, -74.000324, -74.000022, -73.997824, -73.999455, -74.000738, -74.001691, -74.002696, -74.003679, -74.0042168208041, -74.0057222910018, -74.004992, 40.59813, 40.598647, 40.600204, 40.601442, 40.60262, 40.602907, 40.601578, 40.600005, 40.598766, 40.597855, 40.596979, 40.596886, 40.5963703319488, 40.5973618352118, 40.59813)))",36047028600,1
36047028700,"Census Tract 287, Kings County, New York",2774,-1.3650925866796344,30755,0.456601740129056,"list(list(c(-73.938177, -73.93676, -73.935222, -73.933118, -73.931929, -73.931458, -73.931345, -73.937195, -73.937342, -73.937484, -73.937631, -73.937792, -73.938177, 40.698641, 40.697831, 40.696986, 40.695791, 40.695115, 40.694855, 40.694422, 40.693752, 40.694485, 40.695219, 40.695951, 40.69669, 40.698641)))",36047028700,1
36047028800,"Census Tract 288, Kings County, New York",3495,-0.6145234319097514,41786,1.1358754869446932,"list(list(c(-73.998254, -73.997044, -73.996465, -73.995882, -73.995303, -73.993104, -73.994265, -73.994847, -73.995429, -73.996055, -73.997824, -74.000022, -73.998254, 40.604608, 40.605769, 40.606328, 40.606886, 40.607445, 40.606116, 40.604996, 40.604437, 40.603877, 40.603275, 40.601578, 40.602907, 40.604608)))",36047028800,1
36047028900,"Census Tract 289, Kings County, New York",3408,-1.4969917686894043,39570,0.1888111284036608,"list(list(c(-73.937195, -73.931345, -73.931458, -73.931145, -73.928507, -73.928043, -73.927985, -73.930907, -73.936758, -73.936905, -73.937049, -73.937195, 40.693752, 40.694422, 40.694855, 40.694674, 40.693166, 40.692904, 40.692563, 40.692228, 40.691556, 40.692288, 40.693021, 40.693752)))",36047028900,1
36047029200,"Census Tract 292, Kings County, New York",2540,-0.12147172773037221,42740,0.8093015702064063,"list(list(c(-74.003679, -74.002696, -74.001691, -74.000738, -73.999455, -73.997824, -73.995594, -73.99734, -74.000069, -74.0022738340043, -74.0032043894392, -74.003281, -74.0042168208041, -74.003679, 40.596886, 40.596979, 40.597855, 40.598766, 40.600005, 40.601578, 40.600233, 40.598552, 40.595934, 40.5939303087367, 40.595615280056, 40.595754, 40.5963703319488, 40.596886)))",36047029200,1
36047029300,"Census Tract 293, Kings County, New York",3426,-1.6257504939846563,30479,-0.2814553116994725,"list(list(c(-73.936172, -73.930325, -73.93018, -73.930035, -73.929888, -73.92975, -73.932669, -73.93559, -73.935736, -73.935879, -73.936027, -73.936172, 40.688627, 40.689298, 40.688565, 40.687833, 40.6871, 40.686366, 40.686032, 40.685695, 40.686428, 40.68716, 40.687892, 40.688627)))",36047029300,2
36047029500,"Census Tract 295, Kings County, New York",3803,-1.4153398941119275,54276,-0.1508257450041576,"list(list(c(-73.93559, -73.932669, -73.92975, -73.929591, -73.929452, -73.929309, -73.929161, -73.932086, -73.935008, -73.935155, -73.9353, -73.935444, -73.93559, 40.685695, 40.686032, 40.686366, 40.685635, 40.684903, 40.684169, 40.683437, 40.6831, 40.682764, 40.683497, 40.684229, 40.684963, 40.685695)))",36047029500,1
36047029700,"Census Tract 297, Kings County, New York",3969,-1.760790132708945,50260,-0.18348313667798635,"list(list(c(-73.935008, -73.932086, -73.929161, -73.929009, -73.928727, -73.928555, -73.929058, -73.934351, -73.934571, -73.934715, -73.934862, -73.935008, 40.682764, 40.6831, 40.683437, 40.682703, 40.681237, 40.68005, 40.679277, 40.679564, 40.680565, 40.681298, 40.682031, 40.682764)))",36047029700,2
36047029800,"Census Tract 298, Kings County, New York",3871,-0.11205035758681718,55938,-0.8105050568154976,"list(list(c(-73.99039, -73.989808, -73.989224, -73.988643, -73.986847, -73.986303, -73.986059, -73.985491, -73.985266, -73.988658, -73.989395, -73.991599, -73.99039, 40.601743, 40.602303, 40.602865, 40.603421, 40.605097, 40.602229, 40.600958, 40.59793, 40.596744, 40.5988, 40.599255, 40.600581, 40.601743)))",36047029800,3
36047029900,"Census Tract 299, Kings County, New York",2663,-1.9335152520074534,22734,-0.9868549718541725,"list(list(c(-73.930199, -73.929058, -73.925266, -73.924593, -73.921646, -73.921816, -73.923779, -73.926594, -73.930322, -73.930199, 40.678026, 40.679277, 40.679073, 40.679032, 40.67887, 40.677019, 40.677118, 40.677278, 40.677485, 40.678026)))",36047029900,4
36047030300,"Census Tract 303, Kings County, New York",5018,-1.9806221027252284,19696,-1.0848271468756585,"list(list(c(-73.922049, -73.921901, -73.921816, -73.919219, -73.916465, -73.913696, -73.913846, -73.91392, -73.914004, -73.916773, -73.919541, -73.922132, -73.922049, 40.674574, 40.676131, 40.677019, 40.676886, 40.676647, 40.676495, 40.674908, 40.67413, 40.67324, 40.67339, 40.673542, 40.673684, 40.674574)))",36047030300,5
36047030400,"Census Tract 304, Kings County, New York",3742,-0.25337090974014254,37837,-0.14429426666939188,"list(list(c(-74.0013650592907, -73.998594, -73.997368, -73.996194, -73.995308, -73.996747, -73.995225, -73.992389, -73.99019, -73.988731, -73.987988, -73.989621, -73.990364, -73.991539, -73.992558, -73.993758, -73.998031, -74.000416, -74.000586991197, -74.000724, -74.0013024175856, -74.0013650592907, 40.592284776111, 40.593555, 40.593974, 40.593992, 40.594428, 40.595643, 40.597093, 40.595211, 40.593882, 40.593002, 40.592553, 40.590982, 40.591432, 40.590391, 40.589922, 40.590332, 40.588466, 40.587136, 
40.5870718783011, 40.591124, 40.5921713497932, 40.592284776111)))",36047030400,2
36047030700,"Census Tract 307, Kings County, New York",4304,-1.9146725117203434,24706,-0.34677009504712997,"list(list(c(-73.930457, -73.930322, -73.926594, -73.923779, -73.921816, -73.921901, -73.922049, -73.922132, -73.925082, -73.92784, -73.930615, -73.930457, 40.675818, 40.677485, 40.677278, 40.677118, 40.677019, 40.676131, 40.674574, 40.673684, 40.673844, 40.673996, 40.674147, 40.675818)))",36047030700,1
36047031100,"Census Tract 311, Kings County, New York",2805,-1.6854191715605047,41683,-0.8366309701545603,"list(list(c(-73.941535, -73.941369, -73.938593, -73.935858, -73.935997, -73.936078, -73.938841, -73.938895, -73.941694, -73.941535, 40.676421, 40.678093, 40.67797, 40.677817, 40.676121, 40.675335, 40.675493, 40.674599, 40.674748, 40.676421)))",36047031100,1
36047031300,"Census Tract 313, Kings County, New York",4242,-1.8204588102847932,34817,0.8550219185497662,"list(list(c(-73.947146, -73.947074, -73.946911, -73.944141, -73.941369, -73.941535, -73.941694, -73.944462, -73.94723, -73.947146, 40.675944, 40.676723, 40.678392, 40.678237, 40.678093, 40.676421, 40.674748, 40.674907, 40.675053, 40.675944)))",36047031300,1
36047031900,"Census Tract 319, Kings County, New York",3782,-1.1766651838085338,40744,-0.41861635672955316,"list(list(c(-73.950919, -73.950835, -73.950668, -73.950502, -73.947731, -73.947818, -73.947899, -73.947984, -73.948067, -73.948151, -73.948166, -73.950974, -73.950919, 40.6654, 40.666289, 40.668072, 40.669856, 40.669705, 40.668784, 40.667922, 40.667031, 40.666139, 40.665248, 40.664082, 40.663905, 40.6654)))",36047031900,1
36047032100,"Census Tract 321, Kings County, New York",5897,-1.4624467448297025,41094,0.5545739151505419,"list(list(c(-73.95369, -73.953606, -73.953521, -73.953439, -73.95327, -73.950502, -73.950668, -73.950835, -73.950919, -73.950974, -73.953849, -73.95369, 40.665549, 40.66644, 40.667333, 40.668224, 40.670007, 40.669856, 40.668072, 40.666289, 40.6654, 40.663905, 40.663728, 40.665549)))",36047032100,1
36047032500,"Census Tract 325, Kings County, New York",6446,-1.7262451088492432,43245,1.1815958352880531,"list(list(c(-73.959245, -73.958609, -73.957974, -73.955269, -73.955907, -73.956223, -73.95654, -73.956859, -73.957292, -73.960337, -73.959245, 40.667142, 40.6689, 40.670657, 40.670125, 40.66836, 40.66748, 40.666603, 40.66572, 40.664303, 40.664108, 40.667142)))",36047032500,1
36047032600,"Census Tract 326, Kings County, New York",6947,-1.0416255450842453,20833,-0.7386587951330743,"list(list(c(-73.992638, -73.990504, -73.986276, -73.984149, -73.983461, -73.985573, -73.989686, -73.991743, -73.992195, -73.992638, 40.578118, 40.578358, 40.578823, 40.579053, 40.575411, 40.57515, 40.574004, 40.57343, 40.575808, 40.578118)))",36047032600,2
36047032700,"Census Tract 327, Kings County, New York",2501,-1.475008571687776,47153,0.15615373672983207,"list(list(c(-73.962884, -73.962429, -73.960956, -73.960615, -73.960337, -73.957292, -73.95721, -73.953849, -73.9537, -73.957044, -73.96077, -73.960662, -73.962005, -73.962814, -73.962884, 40.662622, 40.663125, 40.663285, 40.663303, 40.664108, 40.664303, 40.663517, 40.663728, 40.662174, 40.661965, 40.661734, 40.660947, 40.66067, 40.660504, 40.662622)))",36047032700,2
36061022400,"Census Tract 224, New York County, New York",7962,-1.613188667126583,25000,-0.19001461501275244,"list(list(c(-73.950216, -73.94934, -73.949301, -73.948419, -73.945568, -73.946031, -73.943172, -73.944083, -73.944994, -73.947839, -73.95068, -73.950216, 40.811478, 40.812673, 40.812727, 40.813938, 40.812752, 40.812119, 40.810942, 40.809693, 40.808446, 40.809641, 40.810843, 40.811478)))",36061022400,1
36061022500,"Census Tract 225, New York County, New York",10269,-1.0541873719423187,48157,0.5153850451419477,"list(list(c(-73.963182, -73.9623499039728, -73.957462, -73.954884, -73.953684, -73.951853, -73.949694, -73.949006, -73.949465, -73.949921, -73.950829, -73.952911, -73.953676, -73.955697, -73.957083, -73.959192, -73.9636574765412, -73.963182, 40.8269, 40.8288083941493, 40.82687, 40.825834, 40.825312, 40.82451, 40.823604, 40.823315, 40.82269, 40.822073, 40.820829, 40.821697, 40.822019, 40.822876, 40.823202, 40.824342, 40.8262983766213, 40.8269)))",36061022500,4
36061022600,"Census Tract 226, New York County, New York",4235,-1.559800902979771,36627,0.0059297350302199205,"list(list(c(-73.947034, -73.944193, -73.941347, -73.941803, -73.942249, -73.943172, -73.946031, -73.945568, -73.948419, -73.947034, 40.81583, 40.814634, 40.813438, 40.812815, 40.812201, 40.810942, 40.812119, 40.812752, 40.813938, 40.81583)))",36061022600,2
36061022800,"Census Tract 228, New York County, New York",5814,-1.569222273123326,33910,0.9268681802321893,"list(list(c(-73.946055, -73.945141, -73.942299, -73.939457, -73.939909, -73.940369, -73.940855, -73.941347, -73.944193, -73.947034, -73.946055, 40.817175, 40.818424, 40.817226, 40.816027, 40.815404, 40.814774, 40.814106, 40.813438, 40.814634, 40.81583, 40.817175)))",36061022800,2
36061023000,"Census Tract 230, New York County, New York",9259,-1.5158345089765144,35569,0.7831756568673429,"list(list(c(-73.944231, -73.943778, -73.943322, -73.940477, -73.937641, -73.938087, -73.938539, -73.938991, -73.939457, -73.942299, -73.945141, -73.944231, 40.819673, 40.820294, 40.820917, 40.819721, 40.818517, 40.8179, 40.817282, 40.816663, 40.816027, 40.817226, 40.818424, 40.819673)))",36061023000,5
36061023100,"Census Tract 231, New York County, New York",6890,-0.9160072765035117,45262,0.6002942634939024,"list(list(c(-73.947117, -73.946203, -73.945292, -73.943898, -73.942453, -73.940595, -73.942924, -73.944756, -73.946222, -73.947604, -73.947117, 40.825904, 40.827154, 40.828401, 40.827815, 40.827207, 40.826414, 40.82326, 40.824032, 40.824652, 40.825233, 40.825904)))",36061023100,2
36061023200,"Census Tract 232, New York County, New York",8370,-1.7482283058508716,28800,0.40434991345093,"list(list(c(-73.942411, -73.941917, -73.941426, -73.938586, -73.935745, -73.936227, -73.936721, -73.937641, -73.940477, -73.943322, -73.942411, 40.822164, 40.822837, 40.823507, 40.82231, 40.821106, 40.820438, 40.81977, 40.818517, 40.819721, 40.820917, 40.822164)))",36061023200,2
