GEOID,NAME,totpop,propwhite,medincome,propdegree,geometry
36047007600,"Census Tract 76, Kings County, New York",4775,-1.0887323958020205,32996,-0.4773996617424447,"list(list(c(-74.016651, -74.016086, -74.015533, -74.011484, -74.012649, -74.013814, -74.01607, -74.017877, -74.016651, 40.645331, 40.645882, 40.646418, 40.643986, 40.642866, 40.641745, 40.643109, 40.644201, 40.645331)))"
36047007800,"Census Tract 78, Kings County, New York",5493,-0.9850973242229152,42000,0.19534260673842618,"list(list(c(-74.014932, -74.014377, -74.013733, -74.013172, -74.011412, -74.009153, -74.009736, -74.010319, -74.010902, -74.011484, -74.015533, -74.014932, 40.646982, 40.647554, 40.648079, 40.648652, 40.64759, 40.646227, 40.645667, 40.645106, 40.644547, 40.643986, 40.646418, 40.646982)))"
36047008000,"Census Tract 80, Kings County, New York",4373,-0.9285691033615853,53380,0.1757481717341293,"list(list(c(-74.012629, -74.011477, -74.010915, -74.009082, -74.006824, -74.007988, -74.009153, -74.011412, -74.013172, -74.012629, 40.649235, 40.650363, 40.650938, 40.649829, 40.648465, 40.647344, 40.646227, 40.64759, 40.648652, 40.649235)))"
36047008200,"Census Tract 82, Kings County, New York",4148,-0.9568332137922503,35511,-0.4055534000600215,"list(list(c(-74.010308, -74.008545, -74.00675, -74.00449, -74.005074, -74.005659, -74.006824, -74.009082, -74.010915, -74.010308, 40.651483, 40.6532, 40.652071, 40.650706, 40.650147, 40.649584, 40.648465, 40.649829, 40.650938, 40.651483)))"
36047008400,"Census Tract 84, Kings County, New York",3860,-0.9568332137922503,49274,-0.38595896505572447,"list(list(c(-74.007977, -74.006231, -74.004465, -74.002677, -74.000413, -74.002144, -74.002751, -74.003908, -74.00449, -74.00675, -74.008545, -74.007977, 40.653727, 40.6554, 40.657072, 40.65599, 40.654629, 40.652956, 40.652385, 40.651266, 40.650706, 40.652071, 40.6532, 40.653727)))"
36047008500,"Census Tract 85, Kings County, New York",6916,-1.5786436432668811,14000,-0.6864069684549484,"list(list(c(-74.011412, -74.009544, -74.008302, -74.006298, -74.006491, -74.004764, -74.003503, -74.003194, -74.001354, -74.002016, -74.002608, -74.006005, -74.007711, -74.009611, -74.011412, 40.676319, 40.677898, 40.67897, 40.677604, 40.677194, 40.67671, 40.675631, 40.676271, 40.675791, 40.674482, 40.673182, 40.674146, 40.674625, 40.675121, 40.676319)))"
36047008800,"Census Tract 88, Kings County, New York",3397,-0.639647085625898,53528,-0.08551096165650052,"list(list(c(-74.00449, -74.003908, -74.002751, -74.002144, -73.997818, -73.998276, -73.998704, -73.999516, -74.000662, -74.002866, -74.005074, -74.00449, 40.650706, 40.651266, 40.652385, 40.652956, 40.650282, 40.649734, 40.649169, 40.648611, 40.647487, 40.648821, 40.650147, 40.650706)))"
36047009000,"Census Tract 90, Kings County, New York",3224,-1.4404635478280743,36925,-0.03325913497837455,"list(list(c(-73.999516, -73.998704, -73.998276, -73.996088, -73.993985, -73.995096, -73.995683, -73.996266, -73.998466, -74.000662, -73.999516, 40.648611, 40.649169, 40.649734, 40.648307, 40.647101, 40.645946, 40.645385, 40.644827, 40.646159, 40.647487, 40.648611)))"
36047009200,"Census Tract 92, Kings County, New York",5407,-1.3148452792473408,38042,-0.4643367050729134,"list(list(c(-74.001833, -74.001248, -74.000662, -73.998466, -73.996266, -73.996844, -73.997426, -73.998011, -74.000213, -74.002415, -74.001833, 40.646368, 40.646926, 40.647487, 40.646159, 40.644827, 40.644266, 40.643706, 40.643147, 40.644477, 40.645809, 40.646368)))"
36047009400,"Census Tract 94, Kings County, New York",5837,-1.1860865539520888,40239,-0.5753718367639309,"list(list(c(-74.003581, -74.002999, -74.002415, -74.000213, -73.998011, -73.999176, -73.999757, -74.000341, -74.002545, -74.004747, -74.003581, 40.644689, 40.645245, 40.645809, 40.644477, 40.643147, 40.642026, 40.641467, 40.640905, 40.642236, 40.643567, 40.644689)))"
36047009600,"Census Tract 96, Kings County, New York",5951,-0.8217935750679616,32829,-0.6145607067725254,"list(list(c(-74.007988, -74.006824, -74.004621, -74.002415, -74.002999, -74.003581, -74.004747, -74.00695, -74.009153, -74.007988, 40.647344, 40.648465, 40.647131, 40.645809, 40.645245, 40.644689, 40.643567, 40.644897, 40.646227, 40.647344)))"
36047009800,"Census Tract 98, Kings County, New York",8178,-1.4059185239683727,31961,-0.8300994918197946,"list(list(c(-74.010902, -74.010319, -74.009736, -74.009153, -74.00695, -74.004747, -74.00533, -74.005913, -74.007079, -74.009281, -74.011484, -74.010902, 40.644547, 40.645106, 40.645667, 40.646227, 40.644897, 40.643567, 40.643006, 40.642445, 40.641325, 40.642657, 40.643986, 40.644547)))"
36047010000,"Census Tract 100, Kings County, New York",6312,-1.4969917686894043,33229,-0.0789794833217344,"list(list(c(-74.012649, -74.011484, -74.009281, -74.007079, -74.008242, -74.009409, -74.011611, -74.013814, -74.012649, 40.642866, 40.643986, 40.642657, 40.641325, 40.640205, 40.639085, 40.640416, 40.641745, 40.642866)))"
36047010100,"Census Tract 101, Kings County, New York",4402,-0.6679111960565631,43779,-0.08551096165650052,"list(list(c(-74.003288, -74.002161, -74.000454, -73.99987, -73.998014, -73.997429, -73.995169, -73.998671, -74.000413, -74.002677, -74.004465, -74.003288, 40.658185, 40.659356, 40.661032, 40.661589, 40.660472, 40.661036, 40.659669, 40.656307, 40.654629, 40.65599, 40.657072, 40.658185)))"
36047010200,"Census Tract 102, Kings County, New York",5265,-1.390216240395781,42911,-0.43821079173385025,"list(list(c(-74.015562, -74.01498, -74.013814, -74.011611, -74.009409, -74.011154, -74.01176, -74.013961, -74.016167, -74.015562, 40.640067, 40.640626, 40.641745, 40.640416, 40.639085, 40.637404, 40.636823, 40.638153, 40.639483, 40.640067)))"
36047010400,"Census Tract 104, Kings County, New York",5937,-1.7231046521347249,37787,0.08430747504740888,"list(list(c(-74.011154, -74.009409, -74.007206, -74.005003, -74.006169, -74.006751, -74.007356, -74.009557, -74.01176, -74.011154, 40.637404, 40.639085, 40.637755, 40.636425, 40.635303, 40.634745, 40.634164, 40.635493, 40.636823, 40.637404)))"
36047010600,"Census Tract 106, Kings County, New York",5747,-1.6697168879879132,37531,-0.5100570534162734,"list(list(c(-74.008242, -74.007079, -74.004877, -74.002672, -74.00442, -74.005003, -74.007206, -74.009409, -74.008242, 40.640205, 40.641325, 40.639995, 40.638667, 40.636985, 40.636425, 40.637755, 40.639085, 40.640205)))"
36047010800,"Census Tract 108, Kings County, New York",4267,-1.5849245566959178,32122,-0.5688403584291649,"list(list(c(-74.005913, -74.00533, -74.004747, -74.002545, -74.000341, -74.000925, -74.001508, -74.002091, -74.002672, -74.004877, -74.007079, -74.005913, 40.642445, 40.643006, 40.643567, 40.642236, 40.640905, 40.640346, 40.639785, 40.639225, 40.638667, 40.639995, 40.641325, 40.642445)))"
36047011000,"Census Tract 110, Kings County, New York",2708,-0.9097263630744752,40238,-0.19654609334751783,"list(list(c(-73.995683, -73.995096, -73.993985, -73.989059, -73.990497, -73.991213, -73.991929, -73.994077, -73.996266, -73.995683, 40.645385, 40.645946, 40.647101, 40.644119, 40.643164, 40.642686, 40.642205, 40.643503, 40.644827, 40.645385)))"
36047011200,"Census Tract 112, Kings County, New York",6527,-0.306758673886954,30032,-0.5035255750815077,"list(list(c(-73.998011, -73.997426, -73.996844, -73.996266, -73.994077, -73.991929, -73.992644, -73.994077, -73.994331, -73.994795, -73.99551, -73.996974, -73.999176, -73.998011, 40.643147, 40.643706, 40.644266, 40.644827, 40.643503, 40.642205, 40.641728, 40.64077, 40.6406, 40.640288, 40.63981, 40.640694, 40.642026, 40.643147)))"
36081027500,"Census Tract 275, Queens County, New York",7489,0.12348389600205807,49063,0.07777599671264313,"list(list(c(-73.877247, -73.876315, -73.876668, -73.876998, -73.876068, -73.875139, -73.874809, -73.874455, -73.874085, -73.873701, -73.876252, -73.87648, -73.877247, 40.752568, 40.752666, 40.75461, 40.756439, 40.756536, 40.756634, 40.754806, 40.752859, 40.750823, 40.748717, 40.748439, 40.748416, 40.752568)))"
36081027600,"Census Tract 276, Queens County, New York",1262,-1.9837625594397468,46579,0.48272765346811936,"list(list(c(-73.790385, -73.786439, -73.785805, -73.783266, -73.782345, -73.784939, -73.784676, -73.784485, -73.786529, -73.790026, -73.790385, 40.687754, 40.688782, 40.688997, 40.689994, 40.688407, 40.687532, 40.687085, 40.68676, 40.685111, 40.687271, 40.687754)))"
36081027700,"Census Tract 277, Queens County, New York",7638,-0.014696199436748603,39399,0.23453147674702066,"list(list(c(-73.879789, -73.87793, -73.876998, -73.876668, -73.876315, -73.877247, -73.87648, -73.877416, -73.878406, -73.879104, -73.879789, 40.756147, 40.756339, 40.756439, 40.75461, 40.752666, 40.752568, 40.748416, 40.748319, 40.748216, 40.752373, 40.756147)))"
36081027800,"Census Tract 278, Queens County, New York",2437,-1.9272343385784168,38147,-0.03325913497837455,"list(list(c(-73.786529, -73.784485, -73.784676, -73.784939, -73.782345, -73.781487, -73.779668, -73.780957, -73.783016, -73.784676, -73.784977, -73.786529, 40.685111, 40.68676, 40.687085, 40.687532, 40.688407, 40.688697, 40.685377, 40.684941, 40.684277, 40.68372, 40.684152, 40.685111)))"
36081027900,"Census Tract 279, Queens County, New York",6233,-0.1874213187352574,48170,0.3912869567813986,"list(list(c(-73.881894, -73.880963, -73.881315, -73.881648, -73.880719, -73.879789, -73.879104, -73.878406, -73.879278, -73.881137, -73.88152, -73.881894, 40.752081, 40.752179, 40.754123, 40.755952, 40.756049, 40.756147, 40.752373, 40.748216, 40.748124, 40.747927, 40.750039, 40.752081)))"
36081028100,"Census Tract 281, Queens County, New York",4435,0.4783555047426303,47998,0.9987144419146126,"list(list(c(-73.884439, -73.883507, -73.881648, -73.881315, -73.880963, -73.881894, -73.88152, -73.881137, -73.881304, -73.882071, -73.882569, -73.882999, -73.883753, -73.884106, -73.884439, 40.755657, 40.755755, 40.755952, 40.754123, 40.752179, 40.752081, 40.750039, 40.747927, 40.747909, 40.74783, 40.747778, 40.747734, 40.751885, 40.753829, 40.755657)))"
36081028300,"Census Tract 283, Queens County, New York",7318,-0.1465953814465186,57158,1.8412751470993927,"list(list(c(-73.886543, -73.885613, -73.885965, -73.886298, -73.884439, -73.884106, -73.883753, -73.882999, -73.883936, -73.884855, -73.885787, -73.886168, -73.886543, 40.751592, 40.75169, 40.753634, 40.75546, 40.755657, 40.753829, 40.751885, 40.747734, 40.74763, 40.747535, 40.74744, 40.749552, 40.751592)))"
36081029100,"Census Tract 291, Queens County, New York",6605,-0.9599736705067686,33785,0.9987144419146126,"list(list(c(-73.898738, -73.896522, -73.893734, -73.893398, -73.893048, -73.892708, -73.892409, -73.893797, -73.895277, -73.895659, -73.896359, -73.897309, -73.897397, -73.897683, -73.897857, -73.898738, 40.754154, 40.754389, 40.754681, 40.752852, 40.750908, 40.748863, 40.747135, 40.747692, 40.748317, 40.748473, 40.74877, 40.750459, 40.750804, 40.7524, 40.752808, 40.754154)))"
36081029300,"Census Tract 293, Queens County, New York",1217,-1.475008571687776,48355,1.442854968678683,"list(list(c(-73.902472, -73.898738, -73.897857, -73.897683, -73.897397, -73.897309, -73.896359, -73.897577, -73.898391, -73.901063, -73.900871, -73.902158, -73.902472, 40.753763, 40.754154, 40.752808, 40.7524, 40.750804, 40.750459, 40.74877, 40.7493, 40.749643, 40.750783, 40.752062, 40.751932, 40.753763)))"
36081029700,"Census Tract 297, Queens County, New York",2128,-0.07750533372711543,55536,0.28678330342514696,"list(list(c(-73.90651, -73.905245, -73.904512, -73.903512, -73.901996, -73.901553, -73.898773, -73.898552, -73.899608, -73.899703, -73.89948, -73.898863, -73.898738, -73.902472, -73.903923, -73.904917, -73.905154, -73.905294, -73.905575, -73.904847, -73.904561, -73.906315, -73.907794, -73.90651, 40.762109, 40.763687, 40.764589, 40.76585, 40.762122, 40.759626, 40.759916, 40.759926, 40.758386, 40.757783, 40.756247, 40.754712, 40.754154, 40.753763, 40.753611, 40.753505, 40.754858, 40.755628, 40.757178, 
40.757255, 40.759485, 40.759844, 40.760518, 40.762109)))"
36081030902,"Census Tract 309.02, Queens County, New York",7894,-0.6647707393420446,46136,0.2671888684208494,"list(list(c(-73.899608, -73.898552, -73.898773, -73.897345, -73.896024, -73.89324, -73.892899, -73.893829, -73.893473, -73.893188, -73.892803, -73.893734, -73.896522, -73.898738, -73.898863, -73.89948, -73.899703, -73.899608, 40.758386, 40.759926, 40.759916, 40.761977, 40.762062, 40.762354, 40.760533, 40.760435, 40.758451, 40.756898, 40.754778, 40.754681, 40.754389, 40.754154, 40.754712, 40.756247, 40.757783, 40.758386)))"
36081030903,"Census Tract 309.03, Queens County, New York",6441,-1.019642348082617,54185,0.0059297350302199205,"list(list(c(-73.893829, -73.892899, -73.887327, -73.886965, -73.886685, -73.886298, -73.888157, -73.890013, -73.890948, -73.892803, -73.893188, -73.893473, -73.893829, 40.760435, 40.760533, 40.761118, 40.759133, 40.757586, 40.75546, 40.755266, 40.755071, 40.754974, 40.754778, 40.756898, 40.758451, 40.760435)))"
36081030904,"Census Tract 309.04, Queens County, New York",3847,-0.9379904735051401,53094,-0.007133221639311571,"list(list(c(-73.897345, -73.8952, -73.894324, -73.89109, -73.890898, -73.887731, -73.887552, -73.887064, -73.88673, -73.886397, -73.887327, -73.892899, -73.89324, -73.896024, -73.897345, 40.761977, 40.76423, 40.766146, 40.766337, 40.765857, 40.766915, 40.76635, 40.764873, 40.763053, 40.761216, 40.761118, 40.760533, 40.762354, 40.762062, 40.761977)))"
36081032800,"Census Tract 328, Queens County, New York",2376,-1.8644252042880498,58125,-0.007133221639311571,"list(list(c(-73.760315, -73.758008, -73.756108, -73.755657, -73.75456, -73.750772, -73.750862, -73.752788, -73.753772, -73.755262, -73.755925, -73.757631, -73.757317, -73.756437, -73.756464, -73.756362, -73.758572, -73.758596, -73.758738, -73.760315, 40.67511, 40.676081, 40.675955, 40.676157, 40.674651, 40.669796, 40.669651, 40.670366, 40.668721, 40.666395, 40.666388, 40.666451, 40.66704, 40.669666, 40.671684, 40.672429, 40.672637, 40.672748, 40.672881, 40.67511)))"
36081032900,"Census Tract 329, Queens County, New York",4071,-0.7652653542066314,53495,1.1554699219489901,"list(list(c(-73.887552, -73.884604, -73.881858, -73.879073, -73.8787, -73.878983, -73.877973, -73.878954, -73.880818, -73.881748, -73.883607, -73.884536, -73.886397, -73.88673, -73.887064, -73.887552, 40.76635, 40.76699, 40.767471, 40.767836, 40.765761, 40.763885, 40.761795, 40.761984, 40.761807, 40.761705, 40.761511, 40.761414, 40.761216, 40.763053, 40.764873, 40.76635)))"
36081033402,"Census Tract 334.02, Queens County, New York",13061,-1.9586389057236002,45991,0.6329516551677311,"list(list(c(-73.778422, -73.777231, -73.7747, -73.771988, -73.769241, -73.765616, -73.763805, -73.764546, -73.76466, -73.770997, -73.771178, -73.773717, -73.774496, -73.775672, -73.777138, -73.779478, -73.778422, 40.679032, 40.679654, 40.680487, 40.678798, 40.677089, 40.674779, 40.67377, 40.671512, 40.671318, 40.67091, 40.672531, 40.672145, 40.671828, 40.673387, 40.675315, 40.678365, 40.679032)))"
36081033700,"Census Tract 337, Queens County, New York",3555,-1.2677384285295656,57554,0.7897071352021087,"list(list(c(-73.884536, -73.883607, -73.881748, -73.881104, -73.880719, -73.881648, -73.883507, -73.883897, -73.884536, 40.761414, 40.761511, 40.761705, 40.758171, 40.756049, 40.755952, 40.755755, 40.757877, 40.761414)))"
36081034700,"Census Tract 347, Queens County, New York",3394,-1.019642348082617,47614,0.5741683501548395,"list(list(c(-73.887731, -73.884319, -73.877876, -73.876119, -73.876388, -73.875865, -73.875535, -73.875313, -73.874996, -73.876014, -73.876992, -73.877973, -73.878983, -73.8787, -73.879073, -73.881858, -73.884604, -73.887552, -73.887731, 40.766915, 40.767982, 40.771151, 40.771629, 40.769, 40.766052, 40.764231, 40.763008, 40.761264, 40.761444, 40.761621, 40.761795, 40.763885, 40.765761, 40.767836, 40.767471, 40.76699, 40.76635, 40.766915)))"
36081035300,"Census Tract 353, Queens County, New York",2451,-1.0981537659455756,45610,1.0574977469275042,"list(list(c(-73.876014, -73.874996, -73.875313, -73.873252, -73.872884, -73.872552, -73.872219, -73.873657, -73.875139, -73.875807, -73.876014, 40.761444, 40.761264, 40.763008, 40.762657, 40.760615, 40.758792, 40.756943, 40.756804, 40.756634, 40.760308, 40.761444)))"
36081035700,"Census Tract 357, Queens County, New York",4204,-1.0698896555149104,47763,0.4696646967985875,"list(list(c(-73.876119, -73.872596, -73.869569, -73.868002, -73.865983, -73.863123, -73.865274, -73.867492, -73.868982, -73.869846, -73.871773, -73.872684, -73.875535, -73.875865, -73.876388, -73.876119, 40.771629, 40.771831, 40.771087, 40.770255, 40.76886, 40.766302, 40.766939, 40.765688, 40.764913, 40.764827, 40.764625, 40.764532, 40.764231, 40.766052, 40.769, 40.771629)))"
36081036100,"Census Tract 361, Queens County, New York",2956,-1.3650925866796344,41990,0.03858712670404865,"list(list(c(-73.875535, -73.872684, -73.871773, -73.871355, -73.871076, -73.870747, -73.870414, -73.871324, -73.872219, -73.872552, -73.872884, -73.873252, -73.875313, -73.875535, 40.764231, 40.764532, 40.764625, 40.762332, 40.760806, 40.758983, 40.757132, 40.757036, 40.756943, 40.758792, 40.760615, 40.762657, 40.763008, 40.764231)))"
36081036300,"Census Tract 363, Queens County, New York",2105,-1.7356664789927982,52841,-0.6602810551158856,"list(list(c(-73.871355, -73.868255, -73.867801, -73.867463, -73.870414, -73.870747, -73.871076, -73.871355, 40.762332, 40.761806, 40.759291, 40.757442, 40.757132, 40.758983, 40.760806, 40.762332)))"
36081036500,"Census Tract 365, Queens County, New York",3822,-1.0855919390875022,49375,-0.4120848783947874,"list(list(c(-73.868255, -73.864335, -73.863175, -73.862807, -73.863715, -73.86657, -73.867463, -73.867801, -73.868255, 40.761806, 40.761143, 40.759778, 40.757759, 40.757726, 40.757536, 40.757442, 40.759291, 40.761806)))"
36081037100,"Census Tract 371, Queens County, New York",1789,-1.5503795328362162,47209,0.41088139178569577,"list(list(c(-73.867492, -73.865274, -73.863123, -73.860937, -73.859756, -73.860522, -73.861563, -73.863496, -73.866323, -73.867492, 40.765688, 40.766939, 40.766302, 40.763729, 40.761836, 40.761426, 40.762648, 40.761558, 40.76448, 40.765688)))"
36047027400,"Census Tract 274, Kings County, New York",3090,-0.4292364857531693,42266,0.49579061013765047,"list(list(c(-73.997171, -73.995983, -73.99537, -73.993343, -73.994597, -73.992394, -73.992975, -73.993557, -73.994137, -73.994719, -73.996922, -73.996338, -73.998313, -73.997171, 40.612215, 40.613388, 40.613996, 40.612772, 40.611571, 40.610241, 40.609683, 40.609123, 40.608564, 40.608005, 40.609335, 40.609894, 40.611084, 40.612215)))"
36047027500,"Census Tract 275, Kings County, New York",4346,-1.6477336909862847,55990,-0.6994699251244799,"list(list(c(-73.941348, -73.938515, -73.93559, -73.935444, -73.9353, -73.935155, -73.935008, -73.940769, -73.940914, -73.941058, -73.941204, -73.941348, 40.685031, 40.685358, 40.685695, 40.684963, 40.684229, 40.683497, 40.682764, 40.6821, 40.682833, 40.683567, 40.6843, 40.685031)))"
36047027600,"Census Tract 276, Kings County, New York",4325,-0.8029508347808517,46194,-0.14429426666939188,"list(list(c(-74.001302, -74.001073, -74.000911, -74.000739, -73.99958, -73.997171, -73.998313, -73.996338, -73.996922, -73.997503, -73.999454, -74.000021, -74.000935, -74.002665, -74.001302, 40.611068, 40.61183, 40.612388, 40.612555, 40.613669, 40.612215, 40.611084, 40.609894, 40.609335, 40.608775, 40.60995, 40.609386, 40.608637, 40.60957, 40.611068)))"
36047027700,"Census Tract 277, Kings County, New York",4975,-1.760790132708945,37875,-0.7125328817940115,"list(list(c(-73.941932, -73.939097, -73.936172, -73.936027, -73.935879, -73.935736, -73.93559, -73.938515, -73.941348, -73.941494, -73.94164, -73.941785, -73.941932, 40.687963, 40.688289, 40.688627, 40.687892, 40.68716, 40.686428, 40.685695, 40.685358, 40.685031, 40.685764, 40.686497, 40.687228, 40.687963)))"
36047027800,"Census Tract 278, Kings County, New York",3418,-0.5611356677629394,47917,0.25412591175131827,"list(list(c(-74.002644, -74.00195, -74.001309, -74.000935, -74.000021, -73.999454, -73.997503, -73.998086, -73.998667, -73.999249, -73.999831, -74.000457, -74.00263, -74.004934, -74.002644, 40.607257, 40.607818, 40.608344, 40.608637, 40.609386, 40.60995, 40.608775, 40.608216, 40.607657, 40.607096, 40.606537, 40.605934, 40.603847, 40.605075, 40.607257)))"
36047027900,"Census Tract 279, Kings County, New York",3914,-1.7262451088492432,57869,0.7113293951849201,"list(list(c(-73.942516, -73.939681, -73.936758, -73.936612, -73.936467, -73.936321, -73.936172, -73.939097, -73.941932, -73.942076, -73.942222, -73.942369, -73.942516, 40.690892, 40.691219, 40.691556, 40.690822, 40.69009, 40.689354, 40.688627, 40.688289, 40.687963, 40.688697, 40.689428, 40.69016, 40.690892)))"
36047028000,"Census Tract 280, Kings County, New York",1690,-0.40097237532250424,56974,0.4892591318028847,"list(list(c(-74.009184756705, -74.006781, -74.007459, -74.006172, -74.004934, -74.00263, -74.00514, -74.0077100448287, -74.0079067611236, -74.0084384949163, -74.009184756705, 40.5996422164826, 40.602291, 40.602645, 40.603887, 40.605075, 40.603847, 40.601432, 40.5986709706622, 40.5988005280912, 40.5991507281757, 40.5996422164826)))"
36047028100,"Census Tract 281, Kings County, New York",4882,-1.1326987898052772,25082,-0.8039735784807318,"list(list(c(-73.9431, -73.940265, -73.937342, -73.937195, -73.937049, -73.936905, -73.936758, -73.939681, -73.942516, -73.942662, -73.942951, -73.9431, 40.693823, 40.694148, 40.694485, 40.693752, 40.693021, 40.692288, 40.691556, 40.691219, 40.690892, 40.691624, 40.693091, 40.693823)))"
36047028200,"Census Tract 282, Kings County, New York",3226,-0.583118864764568,41974,-0.5100570534162734,"list(list(c(-74.0077100448287, -74.00514, -74.00263, -74.001846, -74.001098, -74.000324, -74.001545, -74.00283, -74.00445, -74.004992, -74.0057222910018, -74.0057794598694, -74.0077100448287, 40.5986709706622, 40.601432, 40.603847, 40.603431, 40.603034, 40.60262, 40.601442, 40.600204, 40.598647, 40.59813, 40.5973618352118, 40.5973994866504, 40.5986709706622)))"
36047028300,"Census Tract 283, Kings County, New York",4150,-1.4153398941119275,32917,-0.7909106218112003,"list(list(c(-73.943526, -73.937792, -73.937631, -73.937484, -73.937342, -73.940265, -73.9431, -73.943243, -73.943388, -73.943526, 40.696031, 40.69669, 40.695951, 40.695219, 40.694485, 40.694148, 40.693823, 40.694558, 40.695289, 40.696031)))"
