GEOID,NAME,totpop,propwhite,medincome,propdegree,geometry,census_tract,count
36081087100,"Census Tract 871, Queens County, New York",1982,0.155,16063,0.32,"list(list(c(-73.835286, -73.835173, -73.834922, -73.832993, -73.832744, -73.831119, -73.829663, -73.827516, -73.827139, -73.826867, -73.826541, -73.827795, -73.83014, -73.829842, -73.82974, -73.829623, -73.829469, -73.833678, -73.833802, -73.835784, -73.836194, -73.838002, -73.8384, -73.838694, -73.838008, -73.837607, -73.837326, -73.837093, -73.836598, -73.83548, -73.835394, -73.835286, 40.761386, 40.761048, 40.760255, 40.760855, 40.760949, 40.761548, 40.761882, 40.762421, 40.761652, 40.761092, 
40.760464, 40.760151, 40.75957, 40.758962, 40.758749, 40.758515, 40.758194, 40.756321, 40.756722, 40.755665, 40.755446, 40.754438, 40.756033, 40.756963, 40.758927, 40.761869, 40.76268, 40.76268, 40.762688, 40.762673, 40.762098, 40.761386)))",36081087100,1
36081088901,"Census Tract 889.01, Queens County, New York",9280,0.312,50803,0.332,"list(list(c(-73.827863, -73.829059, -73.830686, -73.831443, -73.831925, -73.832578, -73.833243, -73.833439, -73.832263, -73.83139, -73.830603, -73.829609, -73.829567, -73.829289, -73.828842, -73.8281, -73.827507, -73.826428, -73.825993, -73.824998, -73.824624, -73.823841, -73.822241, -73.822918, -73.823313, -73.823547, -73.823796, -73.824054, -73.824394, -73.825852, -73.826253, -73.826477, -73.826575, -73.826575, -73.826566, -73.826558, -73.826572, -73.826683, -73.826848, -73.827058, -73.827351, 
-73.827537, -73.82769, -73.827863, 40.765363, 40.765093, 40.764712, 40.76657, 40.767754, 40.769353, 40.770999, 40.771305, 40.771922, 40.77238, 40.773081, 40.773967, 40.774004, 40.77427, 40.774699, 40.776031, 40.777096, 40.779034, 40.77982, 40.781732, 40.781706, 40.781717, 40.781694, 40.780536, 40.779579, 40.779036, 40.778419, 40.777718, 40.776729, 40.77591, 40.774521, 40.773116, 40.772345, 40.77163, 40.770642, 40.770137, 40.769961, 40.768957, 40.767987, 40.767529, 40.766856, 40.766464, 40.766104, 
40.765363)))",36081088901,2
36081090700,"Census Tract 907, Queens County, New York",1225,0.7440000000000001,45398,0.08199999999999999,"list(list(c(-73.848515, -73.849215, -73.850281, -73.851834, -73.853702, -73.852642, -73.849851, -73.848859, -73.848798, -73.847875, -73.84642, -73.845647, -73.845504, -73.844602, -73.844535, -73.843625, -73.843554, -73.8435, -73.843387, -73.842484, -73.841581, -73.840681, -73.839764, -73.839684, -73.839604, -73.838696, -73.837776, -73.836694, -73.827801, -73.827707, -73.826785, -73.825697, -73.824998, -73.825993, -73.826428, -73.827507, -73.8281, -73.828842, -73.829289, -73.829567, -73.829609, -73.830603, 
-73.83139, -73.832263, -73.833439, -73.834309, -73.834891, -73.837011, -73.838502, -73.838993, -73.839167, -73.84075, -73.841724, -73.844235, -73.847052, -73.848515, 40.763822, 40.764209, 40.76606, 40.767746, 40.76948, 40.77208, 40.772131, 40.772012, 40.773209, 40.773162, 40.773117, 40.773104, 40.773095, 40.773057, 40.774389, 40.774364, 40.775615, 40.77658, 40.778609, 40.77861, 40.778611, 40.778613, 40.778615, 40.780152, 40.781693, 40.78165, 40.781652, 40.78165, 40.781668, 40.781668, 40.781668, 40.781691, 
40.781732, 40.77982, 40.779034, 40.777096, 40.776031, 40.774699, 40.77427, 40.774004, 40.773967, 40.773081, 40.77238, 40.771922, 40.771305, 40.770748, 40.770384, 40.768448, 40.766667, 40.765889, 40.765357, 40.765819, 40.765731, 40.764956, 40.763825, 40.763822)))",36081090700,1
36081093800,"Census Tract 938, Queens County, New York",4656,0.8009999999999999,42004,0.26899999999999996,"list(list(c(-73.827509, -73.833549, -73.836101, -73.836056, -73.8372, -73.837515, -73.838182, -73.838298, -73.838752, -73.840704, -73.833507, -73.829238, -73.82733, -73.825545, -73.824656, -73.824043, -73.823289, -73.823033, -73.822846, -73.822596, -73.82223, -73.821872, -73.82154, -73.821521, -73.82057, -73.816715, -73.816832, -73.817968, -73.827139, -73.827509, 40.573124, 40.57132, 40.577009, 40.577762, 40.579812, 40.580355, 40.581506, 40.581766, 40.582629, 40.586087, 40.586706, 40.587488, 40.587801, 
40.586733, 40.585453, 40.58563, 40.584439, 40.583874, 40.58356, 40.583142, 40.582588, 40.582048, 40.581672, 40.58092, 40.579829, 40.576047, 40.576015, 40.575716, 40.573234, 40.573124)))",36081093800,1
36081094203,"Census Tract 942.03, Queens County, New York",4968,0.598,49180,0.318,"list(list(c(-73.801782, -73.801646, -73.801572, -73.801572, -73.801536, -73.801473, -73.801215, -73.800467, -73.809533, -73.814045, -73.816715, -73.82057, -73.821521, -73.821178, -73.819179, -73.818833, -73.817178, -73.815506, -73.815837, -73.815911, -73.816114, -73.817229, -73.816962, -73.81663, -73.815435, -73.814643, -73.813846, -73.813048, -73.812157, -73.811252, -73.809865, -73.807283, -73.806346, -73.805144, -73.804305, -73.803497, -73.802749, -73.801991, -73.801842, -73.801782, 40.587821, 
40.587137, 40.586768, 40.586671, 40.586253, 40.585849, 40.584719, 40.580164, 40.577788, 40.576754, 40.576047, 40.579829, 40.58092, 40.581017, 40.581569, 40.581665, 40.582046, 40.582508, 40.583276, 40.583448, 40.583645, 40.585687, 40.585809, 40.585967, 40.58646, 40.586777, 40.587075, 40.587338, 40.587445, 40.587567, 40.587742, 40.588001, 40.58808, 40.588215, 40.588327, 40.588489, 40.588668, 40.588869, 40.588123, 40.587821)))",36081094203,1
36081000600,"Census Tract 6, Queens County, New York",3459,0.313,49375,0.266,"list(list(c(-73.860477, -73.860805, -73.861351, -73.861678, -73.862123, -73.862566, -73.863001, -73.863421, -73.86387, -73.864292, -73.864726, -73.865365, -73.8654, -73.866295, -73.866504, -73.866598, -73.866871, -73.867018, -73.866337, -73.865592, -73.864706, -73.863816, -73.86291, -73.863064, -73.861349, -73.861194, -73.861041, -73.860885, -73.860477, 40.684843, 40.684741, 40.684588, 40.684496, 40.684375, 40.684249, 40.684124, 40.684005, 40.683878, 40.683758, 40.683635, 40.683452, 40.683442, 40.683189, 
40.684474, 40.68527, 40.686331, 40.68683, 40.687127, 40.687434, 40.687562, 40.687679, 40.687796, 40.688472, 40.688695, 40.688019, 40.687341, 40.686666, 40.684843)))",36081000600,1
36081001200,"Census Tract 12, Queens County, New York",4158,0.555,54821,0.327,"list(list(c(-73.858047, -73.85732, -73.858172, -73.859097, -73.860896, -73.862148, -73.862443, -73.863312, -73.863858, -73.864091, -73.86432, -73.864557, -73.863687, -73.862452, -73.860164, -73.859285, -73.858331, -73.858047, 40.695473, 40.692623, 40.692575, 40.692519, 40.692318, 40.69215, 40.692104, 40.691962, 40.693514, 40.694175, 40.694842, 40.69552, 40.695691, 40.695996, 40.696385, 40.696554, 40.696744, 40.695473)))",36081001200,1
36081001600,"Census Tract 16, Queens County, New York",2961,0.226,49792,0.302,"list(list(c(-73.85321, -73.85231, -73.853139, -73.853996, -73.85484, -73.855682, -73.85619, -73.856645, -73.85732, -73.85641, -73.855577, -73.854679, -73.854176, -73.853785, -73.85321, 40.688946, 40.687166, 40.686929, 40.686686, 40.686446, 40.688246, 40.689759, 40.691015, 40.692623, 40.692675, 40.692725, 40.692831, 40.691535, 40.690457, 40.688946)))",36081001600,1
36081001800,"Census Tract 18, Queens County, New York",3103,0.258,48393,0.21,"list(list(c(-73.848834, -73.849698, -73.850571, -73.851446, -73.85231, -73.85321, -73.853785, -73.854176, -73.854679, -73.853839, -73.853234, -73.852165, -73.851505, -73.851182, -73.850865, -73.85007, -73.849743, -73.849552, -73.849246, -73.848834, 40.688132, 40.687904, 40.687661, 40.687411, 40.687166, 40.688946, 40.690457, 40.691535, 40.692831, 40.693051, 40.693264, 40.693661, 40.692421, 40.691812, 40.69125, 40.689841, 40.689143, 40.688945, 40.68856, 40.688132)))",36081001800,2
36081002200,"Census Tract 22, Queens County, New York",1855,0.42700000000000005,43269,0.185,"list(list(c(-73.847733, -73.848653, -73.849132, -73.849562, -73.850481, -73.851048, -73.851349, -73.852165, -73.85236, -73.852568, -73.852701, -73.85283, -73.852807, -73.852772, -73.851838, -73.849933, -73.849478, -73.848941, -73.848237, -73.847733, 40.694775, 40.694598, 40.694506, 40.694422, 40.69423, 40.694067, 40.693965, 40.693661, 40.694117, 40.694782, 40.695462, 40.69614, 40.696845, 40.697557, 40.697682, 40.69809, 40.698196, 40.697557, 40.695937, 40.694775)))",36081002200,1
36081002800,"Census Tract 28, Queens County, New York",3177,0.46,54398,0.315,"list(list(c(-73.841398, -73.841081, -73.842805, -73.844191, -73.844307, -73.845026, -73.845967, -73.846618, -73.847733, -73.846879, -73.84644, -73.845397, -73.843442, -73.843289, -73.842975, -73.842661, -73.842342, -73.842027, -73.841712, -73.841398, 40.691, 40.690357, 40.689868, 40.689474, 40.689442, 40.689238, 40.691166, 40.692495, 40.694775, 40.695072, 40.695026, 40.695157, 40.695187, 40.694858, 40.694217, 40.693573, 40.69293, 40.692286, 40.691643, 40.691)))",36081002800,3
36081004001,"Census Tract 40.01, Queens County, New York",2050,0.292,54675,0.295,"list(list(c(-73.847868, -73.848634, -73.849216, -73.849764, -73.85074, -73.851979, -73.851129, -73.850284, -73.849422, -73.848543, -73.847662, -73.846784, -73.846034, -73.844918, -73.844215, -73.843352, -73.842476, -73.842231, -73.842175, -73.841196, -73.841252, -73.841514, -73.84237, -73.843231, -73.844089, -73.844511, -73.844943, -73.845832, -73.846715, -73.847578, -73.847868, 40.681487, 40.681684, 40.681844, 40.681987, 40.682223, 40.682564, 40.682809, 40.683049, 40.683295, 40.683544, 40.683794, 
40.684045, 40.684258, 40.684576, 40.684775, 40.68502, 40.685269, 40.685338, 40.685354, 40.683351, 40.683336, 40.683262, 40.683018, 40.682775, 40.682529, 40.682415, 40.68231, 40.682106, 40.681859, 40.68158, 40.681487)))",36081004001,4
36081004401,"Census Tract 44.01, Queens County, New York",3400,0.17600000000000002,53678,0.35600000000000004,"list(list(c(-73.857652, -73.857482, -73.856871, -73.856535, -73.856487, -73.856933, -73.858252, -73.859283, -73.859593, -73.860296, -73.861318, -73.861373, -73.861397, -73.861554, -73.861712, -73.861915, -73.862028, -73.862346, -73.863282, -73.863316, -73.863349, -73.862296, -73.861491, -73.860603, -73.85972, -73.858786, -73.858198, -73.857793, -73.857211, -73.856972, -73.857652, 40.678874, 40.678172, 40.676455, 40.674989, 40.673377, 40.673399, 40.674136, 40.674453, 40.674556, 40.674772, 40.675021, 
40.675236, 40.675335, 40.675973, 40.676611, 40.67743, 40.677886, 40.679165, 40.679073, 40.679214, 40.679352, 40.679632, 40.679859, 40.680115, 40.680366, 40.68063, 40.679431, 40.679456, 40.679486, 40.6795, 40.678874)))",36081004401,1
36081005100,"Census Tract 51, Queens County, New York",1904,0.45299999999999996,37109,0.35100000000000003,"list(list(c(-73.928956, -73.930299, -73.931252, -73.932022, -73.932791, -73.933422, -73.933561, -73.934335, -73.93504, -73.935798, -73.934632, -73.933958, -73.933345, -73.932152, -73.931351, -73.930553, -73.929751, -73.928956, 40.756213, 40.754548, 40.753375, 40.753787, 40.754195, 40.75453, 40.754604, 40.755015, 40.755391, 40.755796, 40.75694, 40.756571, 40.756239, 40.75771, 40.757334, 40.756959, 40.756581, 40.756213)))",36081005100,2
36081005200,"Census Tract 52, Queens County, New York",2851,0.17300000000000001,48750,0.298,"list(list(c(-73.85507, -73.856972, -73.857211, -73.857793, -73.858198, -73.858786, -73.857907, -73.857043, -73.856198, -73.855353, -73.854496, -73.853664, -73.852819, -73.851979, -73.851639, -73.851318, -73.850991, -73.852677, -73.853924, -73.854393, -73.85507, 40.679618, 40.6795, 40.679486, 40.679456, 40.679431, 40.68063, 40.68088, 40.681127, 40.681367, 40.681607, 40.681851, 40.682088, 40.682331, 40.682564, 40.681886, 40.68124, 40.680568, 40.680079, 40.679686, 40.67966, 40.679618)))",36081005200,1
36081005500,"Census Tract 55, Queens County, New York",1124,0.489,50591,0.23800000000000002,"list(list(c(-73.924954, -73.924157, -73.925627, -73.925987, -73.926424, -73.926484, -73.927908, -73.928742, -73.928953, -73.92971, -73.93048, -73.931252, -73.930299, -73.928956, -73.928154, -73.927352, -73.926554, -73.925754, -73.924954, 40.754337, 40.753961, 40.752137, 40.752092, 40.752072, 40.752071, 40.752051, 40.752042, 40.752158, 40.752555, 40.752965, 40.753375, 40.754548, 40.756213, 40.755836, 40.75546, 40.755086, 40.754711, 40.754337)))",36081005500,1
36081005700,"Census Tract 57, Queens County, New York",3784,0.597,47235,0.433,"list(list(c(-73.922832, -73.92246, -73.921659, -73.922905, -73.924157, -73.924954, -73.925754, -73.926554, -73.927352, -73.928154, -73.928956, -73.927703, -73.928501, -73.929301, -73.928051, -73.927247, -73.926453, -73.925654, -73.924854, -73.924054, -73.923258, -73.922832, 40.757602, 40.757427, 40.757051, 40.755506, 40.753961, 40.754337, 40.754711, 40.755086, 40.75546, 40.755836, 40.756213, 40.757753, 40.758129, 40.758504, 40.760048, 40.759671, 40.759296, 40.758922, 40.758551, 40.758176, 40.757803, 
40.757602)))",36081005700,4
36081006100,"Census Tract 61, Queens County, New York",5752,0.693,51903,0.599,"list(list(c(-73.926188, -73.924253, -73.923457, -73.922663, -73.92188, -73.921081, -73.920283, -73.920197, -73.919484, -73.918966, -73.918686, -73.917888, -73.919799, -73.920597, -73.921129, -73.921396, -73.922195, -73.922996, -73.923788, -73.924588, -73.92538, -73.926188, 40.762351, 40.764725, 40.764348, 40.763966, 40.763574, 40.763199, 40.762823, 40.762783, 40.762449, 40.762204, 40.762072, 40.761695, 40.759349, 40.759725, 40.759974, 40.7601, 40.760475, 40.760849, 40.761226, 40.7616, 40.76197, 40.762351
)))",36081006100,2
36081006300,"Census Tract 63, Queens County, New York",5156,0.775,47016,0.466,"list(list(c(-73.923539, -73.922189, -73.921391, -73.920587, -73.919778, -73.918986, -73.91819, -73.917389, -73.91659, -73.915791, -73.917888, -73.918686, -73.918966, -73.919484, -73.920197, -73.920283, -73.921081, -73.92188, -73.922663, -73.923457, -73.924253, -73.924092, -73.923539, 40.765604, 40.767267, 40.766894, 40.766521, 40.766152, 40.765771, 40.765394, 40.76502, 40.764644, 40.764268, 40.761695, 40.762072, 40.762204, 40.762449, 40.762783, 40.762823, 40.763199, 40.763574, 40.763966, 40.764348, 
40.764725, 40.764922, 40.765604)))",36081006300,2
36081007100,"Census Tract 71, Queens County, New York",3534,0.643,43396,0.52,"list(list(c(-73.918526, -73.918906, -73.919778, -73.920587, -73.921391, -73.922189, -73.922305, -73.92298, -73.923525, -73.924272, -73.925076, -73.926473, -73.927807, -73.927304, -73.926815, -73.926408, -73.9259, -73.924783, -73.923634, -73.922948, -73.922432, -73.922204, -73.921242, -73.918998, -73.918116, -73.919956, -73.919112, -73.918493, -73.918526, 40.767693, 40.767227, 40.766152, 40.766521, 40.766894, 40.767267, 40.767322, 40.76764, 40.767893, 40.768242, 40.768619, 40.769271, 40.769889, 40.770527, 
40.771133, 40.771641, 40.772262, 40.771355, 40.770428, 40.769851, 40.769403, 40.769223, 40.768378, 40.770309, 40.770029, 40.76844, 40.768025, 40.767735, 40.767693)))",36081007100,3
36081007500,"Census Tract 75, Queens County, New York",3642,0.778,44120,0.603,"list(list(c(-73.925237, -73.925061, -73.924841, -73.924253, -73.926188, -73.926988, -73.928425, -73.930365, -73.929647, -73.92915, -73.928556, -73.926438, -73.925237, 40.765178, 40.765097, 40.764996, 40.764725, 40.762351, 40.762725, 40.763416, 40.764491, 40.765375, 40.765983, 40.766714, 40.765733, 40.765178)))",36081007500,1
36081007900,"Census Tract 79, Queens County, New York",3026,0.46799999999999997,40625,0.214,"list(list(c(-73.932024, -73.93213, -73.933445, -73.933367, -73.932726, -73.932046, -73.931278, -73.929905, -73.927807, -73.926473, -73.92715, -73.927821, -73.928375, -73.928556, -73.929856, -73.931933, -73.932024, 40.768257, 40.768299, 40.768818, 40.768912, 40.769699, 40.770545, 40.771516, 40.770862, 40.769889, 40.769271, 40.768442, 40.767616, 40.766935, 40.766714, 40.767327, 40.768218, 40.768257)))",36081007900,2
36081008700,"Census Tract 87, Queens County, New York",3863,0.337,22383,0.308,"list(list(c(-73.934456, -73.935111, -73.935151, -73.93519, -73.936511, -73.938076, -73.938447, -73.93842, -73.938399, -73.937353, -73.935739, -73.935399, -73.934524, -73.933498, -73.932559, -73.930264, -73.931046, -73.931817, -73.932344, -73.9324, -73.932685, -73.932783, -73.933299, -73.933899, -73.934246, -73.934456, 40.771151, 40.771329, 40.771233, 40.771745, 40.772114, 40.772551, 40.773551, 40.774291, 40.774606, 40.775577, 40.777157, 40.777056, 40.776774, 40.776443, 40.776141, 40.775468, 40.773981, 
40.774214, 40.773282, 40.773184, 40.7727, 40.772393, 40.771997, 40.77171, 40.771029, 40.771151)))",36081008700,1
36081010800,"Census Tract 108, Queens County, New York",3123,0.223,52361,0.272,"list(list(c(-73.829182, -73.830039, -73.830886, -73.831723, -73.832743, -73.831852, -73.833104, -73.832228, -73.831386, -73.830526, -73.829336, -73.828511, -73.82753, -73.828356, -73.829182, 40.686771, 40.686529, 40.686287, 40.686051, 40.688042, 40.688293, 40.690828, 40.691082, 40.691265, 40.691431, 40.689004, 40.689239, 40.687239, 40.687003, 40.686771)))",36081010800,1
36081011000,"Census Tract 110, Queens County, New York",3277,0.249,49375,0.18,"list(list(c(-73.831723, -73.832577, -73.833422, -73.834265, -73.835111, -73.835951, -73.836936, -73.837278, -73.838106, -73.837229, -73.836346, -73.835461, -73.836044, -73.835151, -73.83499, -73.833726, -73.833558, -73.832743, -73.831723, 40.686051, 40.685806, 40.685568, 40.685327, 40.685088, 40.684844, 40.686843, 40.686747, 40.688433, 40.688679, 40.688928, 40.689176, 40.690353, 40.690598, 40.69028, 40.68776, 40.687804, 40.688042, 40.686051)))",36081011000,2
36081011200,"Census Tract 112, Queens County, New York",2307,0.165,44837,0.215,"list(list(c(-73.838078, -73.836975, -73.837797, -73.838651, -73.839529, -73.840129, -73.840188, -73.840218, -73.840212, -73.84051, -73.841196, -73.842175, -73.841612, -73.840769, -73.839923, -73.83906, -73.838158, -73.837278, -73.836936, -73.835951, -73.837176, -73.838078, 40.684239, 40.681988, 40.681671, 40.681438, 40.681263, 40.681147, 40.681136, 40.681129, 40.681137, 40.681805, 40.683351, 40.685354, 40.685513, 40.685754, 40.685995, 40.68624, 40.686497, 40.686747, 40.686843, 40.684844, 40.684495, 
40.684239)))",36081011200,1
36081011500,"Census Tract 115, Queens County, New York",2727,0.6809999999999999,54510,0.575,"list(list(c(-73.911779, -73.912895, -73.91431, -73.9148, -73.915395, -73.916388, -73.917077, -73.914548, -73.913758, -73.912383, -73.911694, -73.910698, -73.910261, -73.909617, -73.911532, -73.911779, 40.773595, 40.772685, 40.771523, 40.771869, 40.77229, 40.772988, 40.773475, 40.775548, 40.776192, 40.77731, 40.776833, 40.776132, 40.77583, 40.775366, 40.773798, 40.773595)))",36081011500,2
36081011600,"Census Tract 116, Queens County, New York",1959,0.304,43250,0.306,"list(list(c(-73.837035, -73.836923, -73.836446, -73.836346, -73.837229, -73.838106, -73.837278, -73.838158, -73.83906, -73.839923, -73.840745, -73.839882, -73.840462, -73.840767, -73.841081, -73.8393, -73.838707, -73.838419, -73.837544, -73.837035, 40.690332, 40.690104, 40.689132, 40.688928, 40.688679, 40.688433, 40.686747, 40.686497, 40.68624, 40.685995, 40.687673, 40.687917, 40.689097, 40.689715, 40.690357, 40.690864, 40.691033, 40.691114, 40.691364, 40.690332)))",36081011600,1
36081011900,"Census Tract 119, Queens County, New York",1802,0.746,47604,0.66,"list(list(c(-73.90533, -73.906066, -73.90673, -73.907494, -73.908217, -73.908946, -73.906788, -73.906061, -73.905334, -73.904618, -73.903905, -73.903191, -73.90533, 40.769038, 40.769559, 40.770025, 40.770572, 40.771085, 40.771598, 40.773367, 40.772852, 40.772338, 40.771834, 40.771329, 40.770825, 40.769038)))",36081011900,1
